"ID","S1","S2","S3","S4","S5","S6","S7","S9","S10","S11","S12","S13","S15","S16","S17","S18","S19","S20","S22","S23","S24","S25","S26","S27","S28","S30","S34","S35","S36","S37","S61","S62","S63","S65","S85","S86","S87","S88","S89","S112","S113","S114","S161","S162","S164","S165","S166","S167","S168","S169","S170","S171","S172","S173","S174","S175","S176","S177","S179","S182","S187","S188","S191","S194","S196","S197","S198","S201","S202","S203","S204","S205","S206","S207","S208","S209","S210","S213","S214","S215","S216","S217","S218","S219","S220","S221","S222","S223","S224","S225"
"OTU_5031",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,2,4,0,0,0,0,2,0,0,0,0,2,10,2,8,6,0,5,0,0,2,8,1,4,11,10,0,0,2
"OTU_3989",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,1,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"OTU_4050",0,4,0,9,21,21,10,3,6,8,4,15,0,0,0,0,0,0,3,9,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"OTU_52",40,45,23,79,31,67,105,41,34,94,103,79,6,4,6,8,10,16,94,100,29,39,11,17,4,4,20,31,3,10,2,12,3,6,7,14,7,5,5,9,3,9,3,4,5,4,0,4,4,3,7,3,2,3,0,5,7,2,0,0,3,2,1,4,1,16,7,4,6,3,3,2,3,1,2,6,6,2,13,3,1,7,12,4,9,6,5,3,8,0
"OTU_9583",0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,10,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_6499",0,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,2,8,3,8,26,1,1,0,1,0,0,0,3,2,4,1,3,3,6,0,2,0,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,4,1,2,0,2,2,0,0,1,0,3,0,0,0,0,2,5,0,0,3,0
"OTU_4147",0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,20,8,12,0,1,8,0,5,2,2,22,17,48,45,52,5,3,2,4,2,24,14,31,14,21,6,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,4,0,1,0,0
"OTU_286",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,2,1,0,0,1,0,2,4,1,2,0,0,1,1,0,0,0,0,0,0,4,1,1,1,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,2,2,0,2,7,11,0,4,0,0,0,0,0,0,0,1,0,0,1,1,0,2,0,0,1
"OTU_23",9,4,13,9,8,5,8,5,8,2,6,7,18,10,16,11,12,14,9,5,19,4,27,31,10,132,9,12,2,8,50,72,152,84,40,150,7,57,17,19,17,10,6,7,1,11,8,36,41,14,9,8,8,5,8,4,1,7,84,55,15,15,27,55,11,17,11,24,65,58,56,43,23,18,18,19,30,69,15,33,20,93,23,69,101,39,24,41,108,137
"OTU_4672",4,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"OTU_2",8,22,10,15,27,5,8,14,7,12,8,8,39,87,33,510,352,33,18,30,9,32,94,143,48,11,62,183,23,53,19,11,12,9,13,6,18,12,5,18,241,150,9,6,10,7,8,8,23,18,13,17,8,22,25,6,10,6,8,12,6,2,15,8,20,21,12,19,18,8,6,15,102,16,12,15,31,50,23,28,22,16,323,529,614,393,251,1938,310,14
"OTU_2399",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,1,1,0,0,2,0,0,4,1,0,3,0,1,1,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,2,8,1,2,0,4,0,0,0,0,5,6,0,7,0,3,2,2,0,1,4,0,0,0
"OTU_684",1,0,2,0,2,2,3,0,2,1,0,1,4,1,6,1,0,2,0,5,1,3,1,4,0,2,0,4,0,2,2,3,19,2,1,6,1,1,2,3,0,0,0,2,2,2,0,0,0,0,0,2,0,2,3,0,0,0,7,3,4,9,31,0,0,0,0,0,1,5,6,0,0,0,3,1,0,0,1,0,0,0,0,2,2,0,1,0,3,0
"OTU_36",178,157,236,288,12,7,17,20,4,11,0,17,6,6,3,5,4,11,536,542,819,227,6,7,1,8,55,42,8,11,6,4,6,2,12,14,6,8,10,7,2,4,4,7,8,12,9,7,5,11,20,11,11,7,6,4,4,7,19,64,5,9,5,4,9,3,11,14,6,3,10,9,7,0,3,7,1,8,9,2,7,6,20,9,2,12,5,1,4,10
"OTU_2853",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,5,0,0,0,0,0,5,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_161",0,0,0,0,1,2,4,2,5,2,0,1,1,1,2,0,1,1,1,0,0,1,1,2,1,2,0,0,0,5,4,2,8,11,1,3,0,2,1,1,0,1,0,3,0,1,2,3,13,2,0,0,0,0,0,1,0,0,12,4,0,0,4,0,0,7,4,1,0,3,2,3,0,2,1,0,8,1,1,0,0,0,6,4,2,31,1,0,0,1
"OTU_2335",0,0,0,4,5,3,1,3,0,0,0,2,1,0,2,0,0,0,4,0,0,1,22,4,0,11,0,0,1,0,0,1,2,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,3,0,0,0,3,0,2,1,1,2,3,2,0,0,0,0,1,6,2,1,0,0,0,1,0,2,2,0,1,2,0,0,5,3,0,0,0,3,0,2,0
"OTU_1761",0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,2,0,5,0,1,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,12,29,0,0,9,0,9,11,2,2,0,11,4,2,5,10,2,5,9,8,6,3,1,10,1,1,6,22,5
"OTU_13614",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_7321",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_6210",0,0,2,0,2,0,0,0,0,0,0,0,2,7,2,3,0,2,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,7,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,1,0,3,1,1,6
"OTU_2721",0,0,2,3,6,24,9,0,19,4,8,14,1,0,1,5,11,1,6,4,9,4,0,2,2,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,1,0,2,2,0,1,0,0,0,0,0,2,0
"OTU_192",17,25,38,22,98,115,27,17,32,25,8,18,11,2,3,5,20,5,19,2,13,16,17,21,3,5,15,63,1,3,2,11,15,2,2,23,7,5,13,5,6,7,5,20,21,39,19,15,9,10,2,4,4,2,6,10,32,35,79,25,12,2,3,0,3,5,10,2,30,6,9,1,14,30,8,6,12,20,3,11,5,13,14,5,3,6,7,5,3,9
"OTU_3056",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,31,52,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,5,0
"OTU_9188",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,1,7,0,0,1,0
"OTU_12498",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_171",1,3,2,1,7,3,1,0,1,0,2,1,2,4,1,8,6,3,0,0,0,1,1,6,1,0,0,2,1,1,0,1,0,0,0,2,0,4,1,25,3,9,6,9,0,1,2,3,0,6,1,1,2,0,0,0,1,0,14,3,10,20,10,0,0,0,0,0,0,0,0,0,2,0,1,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0
"OTU_471",2,1,6,6,5,1,1,6,0,0,0,1,0,2,3,1,2,2,0,2,0,1,1,0,0,0,0,1,0,0,5,2,16,6,1,2,0,5,1,6,1,2,1,1,0,2,1,9,13,0,3,0,1,5,0,0,1,1,21,10,12,4,10,1,0,3,1,7,7,21,21,10,6,2,0,2,0,2,5,1,1,1,4,8,27,23,12,9,21,26
"OTU_4607",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1230",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_5549",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"OTU_2714",4,3,3,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0
"OTU_3620",1,1,0,0,1,3,4,4,5,5,3,4,0,0,0,0,0,0,10,10,0,1,0,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,3,0
"OTU_3",5,4,12,10,10,8,11,2,2,9,15,12,13,25,35,134,14,52,7,19,5,4,7,21,30,15,12,8,9,5,20,17,14,9,23,7,13,15,8,115,1151,748,2,3,0,1,3,1,2,11,0,0,3,0,0,0,1,0,2,6,3,1,0,0,0,1,0,5,4,0,6,4,29,2,0,1,0,8,4,1,2,1,40,62,61,61,7,123,44,0
"OTU_12367",0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,9,1,3,0,0,0,0,0,2,0,0,0,0,0,4,3,3,4,1,0,2,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,1,5,2,0,2,1,2,1,4,3,0,0,13,8,10,13,6,1,9,1,2,4,2,7,2,5,3,5,20,2,3
"OTU_7074",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_605",3,0,1,0,1,0,0,0,0,0,1,0,1,0,3,0,0,1,1,2,4,0,1,2,0,0,0,0,0,1,1,4,2,1,0,1,2,0,0,1,2,1,0,0,0,2,2,0,2,0,0,1,0,0,1,0,0,0,8,11,26,44,7,0,0,0,0,2,0,6,12,0,0,1,2,0,0,3,4,0,0,0,0,0,3,3,0,0,3,7
"OTU_2808",25,16,18,20,2,2,1,22,0,0,0,0,0,1,2,1,1,1,12,9,5,3,4,0,2,5,0,0,2,0,0,0,0,5,4,1,0,1,1,1,0,0,1,0,3,0,5,5,2,1,0,0,1,2,0,0,2,3,21,6,0,0,0,0,0,3,1,2,8,10,9,1,1,1,0,0,6,1,5,3,2,20,6,0,15,19,2,12,3,24
"OTU_13923",2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2,0,0,0,3,1,1,0,0,0,0,0,5,5,6,4,7,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_94",6,24,21,6,4,6,5,38,41,72,59,53,3,6,8,11,41,16,9,14,33,4,13,5,3,12,22,37,1,22,6,6,4,6,11,15,6,5,3,2,1,3,4,6,0,5,7,13,8,6,1,8,1,2,4,11,1,7,16,10,6,13,10,1,1,24,23,16,28,29,6,6,3,10,4,16,16,13,7,34,29,27,11,12,27,7,13,10,21,33
"OTU_1805",13,0,2,3,0,2,0,8,4,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_123",8,28,25,3,6,4,10,14,5,2,0,8,5,4,1,2,7,1,12,2,9,0,8,5,2,12,6,7,4,9,3,1,4,2,5,7,5,2,4,2,1,6,4,15,5,13,16,37,19,22,5,9,8,1,1,8,2,5,91,44,12,11,6,0,2,2,4,8,19,31,68,4,0,2,4,0,17,6,15,10,11,9,22,6,26,20,6,5,15,5
"OTU_859",0,0,0,0,0,0,2,1,0,1,0,0,0,0,1,0,0,0,3,4,0,0,0,1,1,0,1,0,2,2,2,1,2,2,8,2,21,4,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0
"OTU_2317",2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,0,10,1,0,0,2,0,1,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0
"OTU_6062",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1646",0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,1,3,15,16,9,1,0,0,1,0,4,2,2,24,14,11,7,11,1,5,4,6,6,17,5,5,9,26,11,3,2,0,0,4,0,0,0,0,0,8,13,8,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,2,5,0
"OTU_387",0,0,0,0,0,0,0,1,3,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,6,0,0,85,56,15,14,113,0,0,1,1,1,1,1,1,0,0,0,0,0,1,3,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_5862",0,1,0,1,2,7,2,0,14,13,10,9,1,0,0,0,0,0,25,7,21,2,0,0,0,0,0,0,1,1,1,0,0,1,5,2,0,0,2,0,0,0,4,0,2,5,9,0,0,0,0,1,0,1,0,0,2,0,1,4,1,7,1,0,0,0,2,1,2,0,0,1,1,1,0,0,0,4,1,0,0,0,1,2,1,2,1,2,3,2
"OTU_37",10,6,1,6,3,10,2,7,7,3,5,2,0,9,2,2,3,2,6,6,1,3,3,7,5,0,2,0,4,3,3,7,26,2,1,8,2,2,2,5,3,6,5,5,1,14,7,34,4,16,1,6,2,8,7,8,3,4,79,83,90,142,158,6,2,9,22,30,37,113,66,14,3,9,6,12,43,1,16,14,3,11,44,13,27,67,47,25,16,55
"OTU_5586",1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,9,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_4302",0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,3,0,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"OTU_3060",0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,3,0,0,0,0,5,0,0,3,2,0,2,1,0,6,1,1,0,0,1,0,0,8,0,0,0,0,0,1,0,8,0,0,1,0,0,1,1,1,4,0,6,0,4,0,5,10,2,0,0,2,8,2,12,1,0
"OTU_7055",1,0,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,4,0,0,4,0,2,5,0,5,1,5,0,3,2,2,4,1,1,0,0,0,2,1
"OTU_14201",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"OTU_2859",3,1,2,0,0,0,0,2,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"OTU_2653",0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1494",0,0,1,6,1,0,1,0,0,0,0,1,0,0,2,0,0,0,8,1,3,9,0,0,0,0,1,0,0,0,0,1,0,0,1,4,0,0,1,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,3,0,3,9,0,0,0,1,0,0,0,0,1,0,0,1,0,4,2
"OTU_993",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,103,71,1,16,101,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_5177",1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,3,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_575",0,0,1,3,0,0,0,0,2,0,0,0,0,7,1,1,3,3,0,0,0,1,6,5,0,15,1,1,0,0,1,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_4513",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,30,0,41,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"OTU_12911",2,0,0,0,0,0,0,1,3,0,1,0,1,0,0,1,0,0,0,1,2,1,2,0,0,0,1,0,0,0,1,1,0,0,0,2,0,0,0,1,1,0,0,0,0,2,0,7,8,4,0,0,0,0,0,0,0,2,13,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0
"OTU_3800",0,2,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_12389",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,3,1,2,2,1,0,0,2,0,2,1,1,1,7,8,8,11,5,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,12,0,0,0,0,0,1,0,0,2,1,0
"OTU_2480",0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,5,1,2,1,0,0,0,0,2,1,1,6,13,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_4307",0,0,2,0,1,0,0,0,0,0,0,3,1,0,1,1,3,1,0,0,2,0,0,0,0,0,2,3,1,2,0,0,0,0,0,2,0,8,0,1,0,0,0,0,0,2,5,0,0,4,0,0,0,0,0,0,0,1,5,9,13,8,11,0,0,0,2,5,1,0,1,2,2,2,1,1,14,0,0,0,0,0,7,0,0,10,8,1,0,0
"OTU_8662",1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_3827",0,1,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"OTU_592",3,2,0,7,1,0,4,1,0,1,0,1,1,3,4,18,1,21,0,3,0,0,1,6,5,3,1,7,1,25,6,3,1,8,3,2,2,0,7,0,2,4,2,3,7,2,2,5,2,3,4,4,10,2,6,12,2,55,3,6,4,0,1,8,7,2,5,1,7,3,0,1,10,6,3,7,8,14,0,15,8,15,9,12,5,3,3,2,3,10
"OTU_243",4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,2,0,7,0,3,1,2,0,3,0,0,1,9,89,44,41,0,0,3,1,9,6,11,7,1,0,0,3,0,19,0,24,0,2,1,1,2,0,5,6,0,5,118
"OTU_1344",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"OTU_2980",0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,3
"OTU_359",0,0,0,0,0,1,1,0,3,0,1,1,8,14,13,4,25,39,0,1,4,0,4,0,2,2,0,0,0,17,2,1,0,0,0,4,2,0,0,3,1,3,0,0,0,1,2,1,0,0,0,0,1,0,0,2,4,0,0,3,4,0,2,0,0,36,20,8,0,0,0,0,13,0,6,193,1,18,0,1,0,1,3,5,0,4,0,0,4,2
