"","S1","S2","S3","S4","S5","S6","S7","S9","S10","S11","S12","S13","S15","S16","S17","S18","S19","S20","S22","S23","S24","S25","S26","S27","S28","S30","S34","S35","S36","S37","S61","S62","S63","S65","S85","S86","S87","S88","S89","S112","S113","S114","S161","S162","S164","S165","S166","S167","S168","S169","S170","S171","S172","S173","S174","S175","S176","S177","S179","S182","S187","S188","S191","S194","S196","S197","S198","S201","S202","S203","S204","S205","S206","S207","S208","S209","S210","S213","S214","S215","S216","S217","S218","S219","S220","S221","S222","S223","S224","S225"
"S12",0.936063936063936,0.956043956043956,0.928071928071928,0.958041958041958,0.998001998001998,0.998001998001998,0.998001998001998,0.944055944055944,0.998001998001998,0.998001998001998,0,0.998001998001998,-0.66033966033966,-0.558441558441559,-0.622377622377622,-0.350649350649351,-0.402597402597403,-0.152847152847153,0.89010989010989,0.916083916083916,0.894105894105894,0.64035964035964,-0.390609390609391,-0.00699300699300698,-0.434565434565435,-0.186813186813187,0.312687312687313,-0.240759240759241,-0.354645354645355,-0.330669330669331,-0.848151848151848,-0.86013986013986,-0.948051948051948,-0.942057942057942,-0.79020979020979,-0.724275724275724,-0.73026973026973,-0.792207792207792,-0.838161838161838,-0.888111888111888,-0.964035964035964,-0.996003996003996,-0.998001998001998,-0.998001998001998,-0.998001998001998,-0.996003996003996,-1,-0.948051948051948,-0.992007992007992,-0.942057942057942,-1,-1,-1,-0.992007992007992,-0.994005994005994,-0.998001998001998,-0.998001998001998,-0.994005994005994,-0.894105894105894,-0.92007992007992,-0.934065934065934,-0.838161838161838,-0.9000999000999,-0.988011988011988,-0.962037962037962,-0.854145854145854,-0.86013986013986,-0.78021978021978,-0.826173826173826,-0.918081918081918,-0.734265734265734,-0.96003996003996,-0.92007992007992,-0.87012987012987,-0.936063936063936,-0.858141858141858,-0.676323676323676,-0.83016983016983,-0.348651348651349,-0.814185814185814,-0.92007992007992,-0.534465534465534,-0.688311688311688,-0.792207792207792,-0.702297702297702,-0.776223776223776,-0.754245754245754,-0.886113886113886,-0.706293706293706,-0.722277722277722
"S13",0.956043956043956,0.982017982017982,0.994005994005994,0.984015984015984,0.998001998001998,0.998001998001998,0.998001998001998,0.968031968031968,0.998001998001998,0.998001998001998,0.998001998001998,0,-0.638361638361638,-0.548451548451548,-0.500499500499501,-0.0769230769230769,-0.166833166833167,0.0129870129870129,0.962037962037962,0.98001998001998,0.97002997002997,0.69030969030969,-0.168831168831169,0.274725274725275,-0.226773226773227,0.0269730269730271,0.682317682317682,0.284715284715285,-0.100899100899101,0.188811188811189,-0.83016983016983,-0.744255744255744,-0.906093906093906,-0.856143856143856,-0.618381618381618,-0.486513486513486,-0.674325674325674,-0.774225774225774,-0.632367632367632,-0.878121878121878,-0.942057942057942,-0.972027972027972,-0.996003996003996,-0.998001998001998,-0.994005994005994,-0.996003996003996,-0.99000999000999,-0.944055944055944,-0.998001998001998,-0.91008991008991,-0.992007992007992,-1,-0.994005994005994,-0.992007992007992,-0.998001998001998,-1,-1,-0.99000999000999,-0.838161838161838,-0.806193806193806,-0.948051948051948,-0.84015984015984,-0.946053946053946,-0.972027972027972,-0.966033966033966,-0.87012987012987,-0.82017982017982,-0.786213786213786,-0.83016983016983,-0.862137862137862,-0.742257742257742,-0.962037962037962,-0.946053946053946,-0.948051948051948,-0.95004995004995,-0.916083916083916,-0.66033966033966,-0.816183816183816,-0.264735264735265,-0.816183816183816,-0.93006993006993,-0.442557442557443,-0.628371628371628,-0.796203796203796,-0.666333666333666,-0.758241758241758,-0.768231768231768,-0.872127872127872,-0.644355644355644,-0.728271728271728
"S15",-0.016983016983017,-0.054945054945055,-0.324675324675325,-0.384615384615385,-0.294705294705295,-0.566433566433566,-0.584415584415584,-0.0949050949050949,-0.79020979020979,-0.638361638361638,-0.66033966033966,-0.638361638361638,0,0.998001998001998,0.992007992007992,0.952047952047952,0.922077922077922,0.904095904095904,-0.0829170829170829,-0.200799200799201,-0.0309690309690309,-0.372627372627373,0.642357642357642,0.82017982017982,0.778221778221778,0.764235764235764,0.480519480519481,0.54045954045954,0.908091908091908,0.822177822177822,0.288711288711289,0.0689310689310689,0.232767232767233,0.034965034965035,0.078921078921079,0.546453546453546,0.302697302697303,0.060939060939061,-0.164835164835165,0.386613386613387,-0.63036963036963,-0.0949050949050949,-0.948051948051948,-0.948051948051948,-0.932067932067932,-0.816183816183816,-0.942057942057942,-0.642357642357642,-0.806193806193806,-0.738261738261738,-0.958041958041958,-0.978021978021978,-0.972027972027972,-0.976023976023976,-0.978021978021978,-0.99000999000999,-0.97002997002997,-0.97002997002997,-0.79020979020979,-0.816183816183816,-0.7002997002997,-0.774225774225774,-0.51048951048951,0.398601398601399,0.264735264735265,-0.044955044955045,-0.0669330669330669,-0.250749250749251,-0.806193806193806,-0.628371628371628,-0.234765234765235,0.230769230769231,0.218781218781219,0.110889110889111,0.192807192807193,-0.0949050949050949,-0.298701298701299,0.334665334665335,-0.398601398601399,-0.456543456543457,-0.480519480519481,-0.438561438561439,-0.228771228771229,-0.328671328671329,-0.370629370629371,-0.488511488511489,-0.682317682317682,-0.668331668331668,-0.290709290709291,-0.356643356643357
"S16",0.0109890109890109,-0.014985014985015,-0.208791208791209,-0.186813186813187,-0.266733266733267,-0.516483516483516,-0.500499500499501,-0.116883116883117,-0.722277722277722,-0.62037962037962,-0.558441558441559,-0.548451548451548,0.998001998001998,0,0.996003996003996,0.982017982017982,0.978021978021978,0.982017982017982,-0.152847152847153,0.046953046953047,0.040959040959041,-0.404595404595405,0.938061938061938,0.97002997002997,0.916083916083916,0.952047952047952,0.804195804195804,0.762237762237762,0.854145854145854,0.89010989010989,-0.334665334665335,-0.418581418581419,-0.290709290709291,-0.310689310689311,-0.212787212787213,0.0769230769230769,0.198801198801199,-0.162837162837163,-0.228771228771229,0.150849150849151,-0.322677322677323,-0.278721278721279,-0.918081918081918,-0.984015984015984,-0.992007992007992,-0.944055944055944,-0.976023976023976,-0.786213786213786,-0.918081918081918,-0.726273726273726,-0.98001998001998,-0.98001998001998,-0.99000999000999,-0.994005994005994,-0.998001998001998,-0.996003996003996,-0.982017982017982,-0.992007992007992,-0.798201798201798,-0.83016983016983,-0.644355644355644,-0.816183816183816,-0.748251748251748,0.252747252747253,-0.254745254745255,-0.200799200799201,-0.236763236763237,-0.516483516483516,-0.822177822177822,-0.798201798201798,-0.174825174825175,-0.112887112887113,0.0369630369630369,-0.338661338661339,-0.070929070929071,-0.296703296703297,-0.504495504495505,0.086913086913087,-0.598401598401598,-0.578421578421578,-0.604395604395604,-0.508491508491508,-0.054945054945055,-0.312687312687313,-0.434565434565435,-0.604395604395604,-0.732267732267732,-0.644355644355644,-0.302697302697303,-0.6003996003996
"S17",-0.194805194805195,-0.174825174825175,-0.266733266733267,-0.372627372627373,-0.256743256743257,-0.536463536463536,-0.614385614385614,-0.198801198801199,-0.744255744255744,-0.394605394605395,-0.622377622377622,-0.500499500499501,0.992007992007992,0.996003996003996,0,0.934065934065934,0.822177822177822,0.942057942057942,-0.0789210789210789,0.020979020979021,-0.0109890109890109,-0.344655344655345,0.716283716283716,0.81018981018981,0.704295704295704,0.772227772227772,0.378621378621379,0.484515484515484,0.85014985014985,0.706293706293706,-0.00299700299700301,-0.144855144855145,-0.154845154845155,-0.0589410589410589,0.262737262737263,0.478521478521478,0.288711288711289,0.212787212787213,0.0769230769230769,0.230769230769231,-0.618381618381618,-0.278721278721279,-0.884115884115884,-0.936063936063936,-0.93006993006993,-0.916083916083916,-0.914085914085914,-0.696303696303696,-0.778221778221778,-0.59040959040959,-0.908091908091908,-0.964035964035964,-0.95004995004995,-0.972027972027972,-0.962037962037962,-0.982017982017982,-0.888111888111888,-0.966033966033966,-0.708291708291708,-0.774225774225774,-0.498501498501498,-0.702297702297702,-0.568431568431568,0.466533466533467,0.410589410589411,-0.404595404595405,-0.390609390609391,-0.592407592407592,-0.832167832167832,-0.68031968031968,-0.110889110889111,0.100899100899101,0.072927072927073,-0.190809190809191,0.080919080919081,-0.354645354645355,-0.61038961038961,-0.138861138861139,-0.554445554445554,-0.632367632367632,-0.632367632367632,-0.736263736263736,-0.188811188811189,-0.46053946053946,-0.572427572427572,-0.66033966033966,-0.852147852147852,-0.798201798201798,-0.466533466533467,-0.658341658341658
"S18",0.668331668331668,0.692307692307692,0.298701298701299,0.328671328671329,0.252747252747253,0.0369630369630369,0.0369630369630369,0.66033966033966,-0.360639360639361,-0.204795204795205,-0.350649350649351,-0.0769230769230769,0.952047952047952,0.982017982017982,0.934065934065934,0,0.984015984015984,0.948051948051948,0.566433566433566,0.69030969030969,0.532467532467533,0.122877122877123,0.988011988011988,0.992007992007992,0.6003996003996,0.896103896103896,0.962037962037962,0.978021978021978,0.932067932067932,0.996003996003996,0.086913086913087,0.098901098901099,-0.170829170829171,-0.0429570429570429,0.370629370629371,0.652347652347652,0.354645354645355,0.052947052947053,0.122877122877123,-0.108891108891109,-0.584415584415584,-0.554445554445554,-0.928071928071928,-0.98001998001998,-0.94005994005994,-0.938061938061938,-0.962037962037962,-0.344655344655345,-0.668331668331668,-0.210789210789211,-0.966033966033966,-0.98001998001998,-0.96003996003996,-0.988011988011988,-0.992007992007992,-0.986013986013986,-0.946053946053946,-0.966033966033966,-0.370629370629371,-0.448551448551449,-0.586413586413586,-0.762237762237762,-0.806193806193806,0.276723276723277,-0.192807192807193,0.506493506493507,0.444555444555444,0.0709290709290709,-0.508491508491508,-0.776223776223776,0.034965034965035,0.184815184815185,0.494505494505495,0.092907092907093,-0.108891108891109,0.0569430569430569,0.214785214785215,0.69030969030969,0.0389610389610389,0.272727272727273,0.0909090909090908,0.258741258741259,0.520479520479521,0.63036963036963,0.76023976023976,0.276723276723277,-0.048951048951049,0.230769230769231,0.682317682317682,-0.216783216783217
"S19",0.552447552447553,0.564435564435565,0.252747252747253,0.0649350649350648,0.142857142857143,-0.130869130869131,-0.112887112887113,0.574425574425574,-0.596403596403596,-0.254745254745255,-0.402597402597403,-0.166833166833167,0.922077922077922,0.978021978021978,0.822177822177822,0.984015984015984,0,0.96003996003996,0.536463536463536,0.606393606393606,0.326673326673327,-0.00899100899100902,0.968031968031968,0.972027972027972,0.578421578421578,0.794205794205794,0.916083916083916,0.934065934065934,0.812187812187812,0.984015984015984,-0.296703296703297,-0.384615384615385,-0.532467532467533,-0.332667332667333,-0.152847152847153,0.436563436563437,0.322677322677323,-0.178821178821179,-0.138861138861139,-0.130869130869131,-0.524475524475524,-0.678321678321678,-0.798201798201798,-0.964035964035964,-0.978021978021978,-0.94005994005994,-0.974025974025974,-0.254745254745255,-0.692307692307692,-0.430569430569431,-0.976023976023976,-0.996003996003996,-0.986013986013986,-0.978021978021978,-0.99000999000999,-0.964035964035964,-0.93006993006993,-0.976023976023976,-0.270729270729271,-0.444555444555445,-0.506493506493507,-0.614385614385614,-0.698301698301698,-0.256743256743257,-0.244755244755245,0.788211788211788,0.746253746253746,0.498501498501499,-0.344655344655345,-0.578421578421578,0.116883116883117,0.206793206793207,0.442557442557443,0.0589410589410588,-0.0569430569430569,0.188811188811189,0.536463536463536,0.822177822177822,0.138861138861139,0.428571428571429,0.378621378621379,0.330669330669331,0.698301698301698,0.772227772227772,0.754245754245754,0.406593406593407,0.0189810189810189,0.266733266733267,0.738261738261738,-0.024975024975025
"S20",0.376623376623377,0.408591408591409,0.0589410589410588,0.164835164835165,0.220779220779221,-0.044955044955045,0.040959040959041,0.468531468531469,-0.248751248751249,0.034965034965035,-0.152847152847153,0.0129870129870129,0.904095904095904,0.982017982017982,0.942057942057942,0.948051948051948,0.96003996003996,0,0.314685314685315,0.290709290709291,0.236763236763237,-0.0909090909090909,0.828171828171828,0.874125874125874,0.562437562437562,0.77022977022977,0.746253746253746,0.762237762237762,0.864135864135864,0.88011988011988,0.388611388611389,0.260739260739261,0.126873126873127,0.282717282717283,0.380619380619381,0.558441558441559,0.328671328671329,0.0969030969030968,-0.0569430569430569,0.0569430569430569,-0.572427572427572,-0.606393606393606,-0.914085914085914,-0.942057942057942,-0.878121878121878,-0.894105894105894,-0.948051948051948,-0.354645354645355,-0.698301698301698,-0.260739260739261,-0.894105894105894,-0.982017982017982,-0.946053946053946,-0.942057942057942,-0.966033966033966,-0.964035964035964,-0.93006993006993,-0.934065934065934,-0.368631368631369,-0.344655344655345,-0.604395604395604,-0.748251748251748,-0.81018981018981,0.314685314685315,0.160839160839161,0.312687312687313,0.386613386613387,-0.00499500499500505,-0.638361638361638,-0.812187812187812,0.124875124875125,0.100899100899101,0.262737262737263,-0.152847152847153,-0.254745254745255,-0.018981018981019,-0.060939060939061,0.514485514485514,-0.064935064935065,-0.080919080919081,-0.342657342657343,-0.0309690309690309,0.308691308691309,0.304695304695305,0.250749250749251,-0.174825174825175,-0.434565434565435,-0.372627372627373,0.426573426573427,-0.308691308691309
"S22",0.988011988011988,0.998001998001998,0.998001998001998,0.998001998001998,0.96003996003996,0.964035964035964,0.992007992007992,0.974025974025974,0.95004995004995,0.98001998001998,0.89010989010989,0.962037962037962,-0.0829170829170829,-0.152847152847153,-0.0789210789210789,0.566433566433566,0.536463536463536,0.314685314685315,0,0.998001998001998,0.998001998001998,0.992007992007992,0.628371628371628,0.752247752247752,0.144855144855145,0.448551448551449,0.964035964035964,0.888111888111888,0.318681318681319,0.692307692307692,-0.664335664335664,-0.662337662337662,-0.9000999000999,-0.658341658341658,-0.292707292707293,-0.0309690309690309,-0.188811188811189,-0.384615384615385,-0.314685314685315,-0.628371628371628,-0.91008991008991,-0.942057942057942,-0.992007992007992,-0.986013986013986,-0.98001998001998,-0.986013986013986,-0.984015984015984,-0.822177822177822,-0.974025974025974,-0.79020979020979,-0.984015984015984,-0.996003996003996,-0.996003996003996,-0.99000999000999,-0.988011988011988,-0.994005994005994,-0.994005994005994,-0.992007992007992,-0.816183816183816,-0.846153846153846,-0.992007992007992,-0.942057942057942,-0.976023976023976,-0.95004995004995,-0.976023976023976,-0.586413586413586,-0.548451548451548,-0.748251748251748,-0.944055944055944,-0.986013986013986,-0.936063936063936,-0.93006993006993,-0.98001998001998,-0.942057942057942,-0.954045954045954,-0.91008991008991,-0.744255744255744,-0.482517482517482,-0.578421578421578,-0.896103896103896,-0.956043956043956,-0.624375624375624,-0.56043956043956,-0.682317682317682,-0.692307692307692,-0.87012987012987,-0.892107892107892,-0.948051948051948,-0.66033966033966,-0.92007992007992
"S23",0.992007992007992,0.998001998001998,0.998001998001998,0.998001998001998,0.986013986013986,0.974025974025974,0.996003996003996,0.992007992007992,0.95004995004995,0.992007992007992,0.916083916083916,0.98001998001998,-0.200799200799201,0.046953046953047,0.020979020979021,0.69030969030969,0.606393606393606,0.290709290709291,0.998001998001998,0,0.998001998001998,0.984015984015984,0.696303696303696,0.812187812187812,0.198801198801199,0.506493506493507,0.994005994005994,0.948051948051948,0.234765234765235,0.774225774225774,-0.594405594405594,-0.64035964035964,-0.874125874125874,-0.722277722277722,-0.234765234765235,-0.258741258741259,-0.0949050949050949,-0.388611388611389,-0.384615384615385,-0.596403596403596,-0.912087912087912,-0.956043956043956,-0.982017982017982,-0.984015984015984,-0.964035964035964,-0.98001998001998,-0.978021978021978,-0.776223776223776,-0.936063936063936,-0.832167832167832,-0.986013986013986,-0.994005994005994,-0.992007992007992,-0.99000999000999,-0.992007992007992,-0.982017982017982,-0.988011988011988,-0.986013986013986,-0.598401598401598,-0.802197802197802,-0.97002997002997,-0.888111888111888,-0.958041958041958,-0.948051948051948,-0.982017982017982,-0.484515484515485,-0.396603396603397,-0.718281718281718,-0.92007992007992,-0.964035964035964,-0.908091908091908,-0.934065934065934,-0.89010989010989,-0.87012987012987,-0.944055944055944,-0.796203796203796,-0.694305694305694,-0.504495504495505,-0.198801198801199,-0.766233766233766,-0.944055944055944,-0.326673326673327,-0.302697302697303,-0.492507492507492,-0.380619380619381,-0.722277722277722,-0.814185814185814,-0.924075924075924,-0.380619380619381,-0.796203796203796
"S24",0.974025974025974,0.996003996003996,0.998001998001998,0.998001998001998,0.986013986013986,0.98001998001998,0.99000999000999,0.972027972027972,0.956043956043956,0.984015984015984,0.894105894105894,0.97002997002997,-0.0309690309690309,0.040959040959041,-0.0109890109890109,0.532467532467533,0.326673326673327,0.236763236763237,0.998001998001998,0.998001998001998,0,0.974025974025974,0.514485514485514,0.708291708291708,-0.014985014985015,0.316683316683317,0.97002997002997,0.8001998001998,-0.014985014985015,0.588411588411588,-0.842157842157842,-0.842157842157842,-0.932067932067932,-0.892107892107892,-0.612387612387612,-0.344655344655345,-0.498501498501498,-0.504495504495505,-0.490509490509491,-0.628371628371628,-0.908091908091908,-0.948051948051948,-0.992007992007992,-0.994005994005994,-0.994005994005994,-0.992007992007992,-0.992007992007992,-0.856143856143856,-0.972027972027972,-0.856143856143856,-0.996003996003996,-0.998001998001998,-0.996003996003996,-0.996003996003996,-0.994005994005994,-1,-0.994005994005994,-0.98001998001998,-0.788211788211788,-0.794205794205794,-0.992007992007992,-0.948051948051948,-0.958041958041958,-0.974025974025974,-0.998001998001998,-0.676323676323676,-0.6003996003996,-0.888111888111888,-0.94005994005994,-0.988011988011988,-0.93006993006993,-0.966033966033966,-0.918081918081918,-0.954045954045954,-0.966033966033966,-0.91008991008991,-0.858141858141858,-0.72027972027972,-0.394605394605395,-0.836163836163836,-0.966033966033966,-0.594405594405594,-0.664335664335664,-0.672327672327672,-0.738261738261738,-0.894105894105894,-0.926073926073926,-0.976023976023976,-0.672327672327672,-0.866133866133866
"S25",0.876123876123876,0.956043956043956,0.952047952047952,0.966033966033966,0.872127872127872,0.844155844155844,0.926073926073926,0.85014985014985,0.71028971028971,0.84015984015984,0.64035964035964,0.69030969030969,-0.372627372627373,-0.404595404595405,-0.344655344655345,0.122877122877123,-0.00899100899100902,-0.0909090909090909,0.992007992007992,0.984015984015984,0.974025974025974,0,0.236763236763237,0.340659340659341,-0.120879120879121,-0.064935064935065,0.702297702297702,0.568431568431568,-0.128871128871129,0.296703296703297,-0.682317682317682,-0.666333666333666,-0.916083916083916,-0.73026973026973,-0.434565434565435,-0.362637362637363,-0.604395604395604,-0.606393606393606,-0.558441558441559,-0.692307692307692,-0.908091908091908,-0.964035964035964,-0.982017982017982,-0.984015984015984,-0.98001998001998,-0.98001998001998,-0.974025974025974,-0.806193806193806,-0.944055944055944,-0.816183816183816,-0.988011988011988,-0.994005994005994,-0.992007992007992,-0.976023976023976,-0.976023976023976,-0.988011988011988,-0.992007992007992,-0.976023976023976,-0.538461538461538,-0.678321678321678,-0.978021978021978,-0.88011988011988,-0.956043956043956,-0.96003996003996,-0.976023976023976,-0.656343656343656,-0.566433566433566,-0.768231768231768,-0.918081918081918,-0.962037962037962,-0.9000999000999,-0.904095904095904,-0.886113886113886,-0.888111888111888,-0.936063936063936,-0.668331668331668,-0.726273726273726,-0.626373626373626,-0.396603396603397,-0.828171828171828,-0.948051948051948,-0.490509490509491,-0.53046953046953,-0.668331668331668,-0.612387612387612,-0.778221778221778,-0.846153846153846,-0.938061938061938,-0.714285714285714,-0.734265734265734
"S26",0.458541458541458,0.786213786213786,0.472527472527473,0.330669330669331,0.186813186813187,0.052947052947053,0.134865134865135,0.712287712287712,-0.424575424575425,-0.226773226773227,-0.390609390609391,-0.168831168831169,0.642357642357642,0.938061938061938,0.716283716283716,0.988011988011988,0.968031968031968,0.828171828171828,0.628371628371628,0.696303696303696,0.514485514485514,0.236763236763237,0,0.998001998001998,0.512487512487513,0.988011988011988,0.984015984015984,0.988011988011988,0.806193806193806,0.994005994005994,-0.492507492507492,-0.604395604395604,-0.716283716283716,-0.524475524475524,-0.378621378621379,-0.0729270729270729,-0.376623376623377,-0.51048951048951,-0.504495504495505,-0.67032967032967,-0.906093906093906,-0.914085914085914,-0.94005994005994,-0.946053946053946,-0.928071928071928,-0.94005994005994,-0.96003996003996,-0.274725274725275,-0.574425574425574,-0.316683316683317,-0.946053946053946,-0.986013986013986,-0.944055944055944,-0.966033966033966,-0.98001998001998,-0.964035964035964,-0.978021978021978,-0.966033966033966,-0.402597402597403,-0.464535464535465,-0.826173826173826,-0.92007992007992,-0.95004995004995,-0.566433566433566,-0.622377622377622,0.78021978021978,0.836163836163836,0.126873126873127,-0.862137862137862,-0.924075924075924,-0.61038961038961,-0.506493506493507,-0.224775224775225,-0.418581418581419,-0.562437562437562,0.040959040959041,0.160839160839161,0.562437562437562,-0.186813186813187,0.326673326673327,-0.140859140859141,0.672327672327672,0.476523476523476,0.58041958041958,0.438561438561438,-0.112887112887113,-0.306693306693307,-0.320679320679321,0.54045954045954,-0.160839160839161
"S27",0.774225774225774,0.846153846153846,0.71028971028971,0.594405594405594,0.554445554445554,0.360639360639361,0.494505494505495,0.88011988011988,-0.0209790209790209,0.222777222777223,-0.00699300699300698,0.274725274725275,0.82017982017982,0.97002997002997,0.81018981018981,0.992007992007992,0.972027972027972,0.874125874125874,0.752247752247752,0.812187812187812,0.708291708291708,0.340659340659341,0.998001998001998,0,0.562437562437562,0.98001998001998,0.994005994005994,0.986013986013986,0.836163836163836,0.996003996003996,-0.244755244755245,-0.346653346653347,-0.436563436563437,-0.372627372627373,-0.204795204795205,0.254745254745255,-0.100899100899101,-0.346653346653347,-0.138861138861139,-0.516483516483516,-0.83016983016983,-0.892107892107892,-0.972027972027972,-0.95004995004995,-0.934065934065934,-0.898101898101898,-0.968031968031968,-0.462537462537463,-0.684315684315684,-0.440559440559441,-0.962037962037962,-0.992007992007992,-0.976023976023976,-0.988011988011988,-0.988011988011988,-0.994005994005994,-0.98001998001998,-0.948051948051948,-0.366633366633367,-0.512487512487513,-0.738261738261738,-0.782217782217782,-0.866133866133866,-0.57042957042957,-0.642357642357642,0.706293706293706,0.75024975024975,0.252747252747253,-0.732267732267732,-0.904095904095904,-0.364635364635365,-0.230769230769231,0.014985014985015,-0.156843156843157,-0.46053946053946,-0.336663336663337,0.366633366633367,0.644355644355644,0.0829170829170829,0.344655344655345,-0.012987012987013,0.714285714285714,0.478521478521478,0.642357642357642,0.500499500499501,0.080919080919081,-0.150849150849151,-0.324675324675325,0.454545454545455,-0.0269730269730269
"S28",-0.012987012987013,0.206793206793207,0.0449550449550449,-0.086913086913087,0.072927072927073,-0.138861138861139,-0.184815184815185,0.174825174825175,-0.388611388611389,-0.242757242757243,-0.434565434565435,-0.226773226773227,0.778221778221778,0.916083916083916,0.704295704295704,0.6003996003996,0.578421578421578,0.562437562437562,0.144855144855145,0.198801198801199,-0.014985014985015,-0.120879120879121,0.512487512487513,0.562437562437562,0,0.95004995004995,0.396603396603397,0.434565434565435,0.792207792207792,0.538461538461539,0.188811188811189,-0.354645354645355,-0.534465534465534,-0.148851148851149,-0.096903096903097,-0.0309690309690309,0.0129870129870129,-0.418581418581419,-0.194805194805195,-0.206793206793207,-0.548451548451548,-0.55044955044955,-0.98001998001998,-0.988011988011988,-0.954045954045954,-0.964035964035964,-0.962037962037962,-0.804195804195804,-0.922077922077922,-0.732267732267732,-0.986013986013986,-0.98001998001998,-0.988011988011988,-0.98001998001998,-0.992007992007992,-0.994005994005994,-0.996003996003996,-0.984015984015984,-0.826173826173826,-0.788211788211788,-0.932067932067932,-0.928071928071928,-0.964035964035964,-0.228771228771229,-0.0949050949050949,-0.576423576423576,-0.582417582417582,-0.748251748251748,-0.906093906093906,-0.962037962037962,-0.676323676323676,-0.58041958041958,-0.516483516483516,-0.758241758241758,-0.776223776223776,-0.75024975024975,-0.718281718281718,-0.214785214785215,-0.754245754245754,-0.868131868131868,-0.882117882117882,-0.822177822177822,-0.484515484515485,-0.642357642357642,-0.524475524475524,-0.794205794205794,-0.866133866133866,-0.862137862137862,-0.656343656343656,-0.898101898101898
"S30",0.440559440559441,0.542457542457542,0.350649350649351,0.252747252747253,0.298701298701299,0.172827172827173,0.206793206793207,0.55044955044955,-0.086913086913087,0.0649350649350648,-0.186813186813187,0.0269730269730271,0.764235764235764,0.952047952047952,0.772227772227772,0.896103896103896,0.794205794205794,0.77022977022977,0.448551448551449,0.506493506493507,0.316683316683317,-0.064935064935065,0.988011988011988,0.98001998001998,0.95004995004995,0,0.93006993006993,0.96003996003996,0.884115884115884,0.988011988011988,0.0369630369630369,0.120879120879121,0.000999000999001076,0.102897102897103,0.156843156843157,0.332667332667333,0.106893106893107,-0.096903096903097,-0.200799200799201,-0.598401598401598,-0.85014985014985,-0.876123876123876,-0.922077922077922,-0.898101898101898,-0.844155844155844,-0.902097902097902,-0.856143856143856,-0.556443556443556,-0.726273726273726,-0.472527472527473,-0.832167832167832,-0.972027972027972,-0.944055944055944,-0.948051948051948,-0.962037962037962,-0.92007992007992,-0.96003996003996,-0.902097902097902,-0.528471528471528,-0.488511488511489,-0.8001998001998,-0.786213786213786,-0.876123876123876,-0.480519480519481,-0.62037962037962,0.0589410589410588,0.0449550449550449,-0.320679320679321,-0.844155844155844,-0.936063936063936,-0.288711288711289,-0.534465534465534,-0.404595404595405,-0.566433566433566,-0.638361638361638,-0.558441558441559,-0.170829170829171,-0.00699300699300698,-0.356643356643357,-0.466533466533467,-0.572427572427572,-0.0729270729270729,-0.048951048951049,-0.244755244755245,-0.00899100899100902,-0.432567432567433,-0.602397602397602,-0.67032967032967,0.040959040959041,-0.294705294705295
"S34",0.918081918081918,0.986013986013986,0.976023976023976,0.968031968031968,0.788211788211788,0.8001998001998,0.888111888111888,0.972027972027972,0.63036963036963,0.682317682317682,0.312687312687313,0.682317682317682,0.480519480519481,0.804195804195804,0.378621378621379,0.962037962037962,0.916083916083916,0.746253746253746,0.964035964035964,0.994005994005994,0.97002997002997,0.702297702297702,0.984015984015984,0.994005994005994,0.396603396603397,0.93006993006993,0,0.998001998001998,0.682317682317682,0.998001998001998,-0.73026973026973,-0.694305694305694,-0.832167832167832,-0.81018981018981,-0.372627372627373,-0.028971028971029,-0.452547452547453,-0.366633366633367,-0.486513486513486,-0.696303696303696,-0.882117882117882,-0.95004995004995,-0.986013986013986,-0.978021978021978,-0.984015984015984,-0.98001998001998,-0.976023976023976,-0.512487512487513,-0.92007992007992,-0.576423576423576,-0.99000999000999,-1,-0.994005994005994,-0.99000999000999,-0.996003996003996,-0.996003996003996,-0.996003996003996,-0.988011988011988,-0.578421578421578,-0.752247752247752,-0.98001998001998,-0.948051948051948,-0.99000999000999,-0.708291708291708,-0.9000999000999,0.436563436563437,0.452547452547453,-0.412587412587413,-0.93006993006993,-0.988011988011988,-0.874125874125874,-0.83016983016983,-0.646353646353646,-0.808191808191808,-0.9000999000999,-0.738261738261738,-0.330669330669331,0.250749250749251,-0.302697302697303,-0.372627372627373,-0.544455544455544,0.158841158841159,0.118881118881119,0.174825174825175,0.168831168831169,-0.552447552447553,-0.68031968031968,-0.722277722277722,0.170829170829171,-0.66033966033966
