"Taxa","Method","Group","LDA","P.unadj","P.adj"
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Vibrionales|f__Vibrionaceae|g__Vibrio","LEfSe","CW",3.23076316135474,6.10334795915043e-06,2.95954797264464e-05
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Lentibacillus","LEfSe","CW",3.22081789530761,3.73574459421557e-10,5.81870521644485e-09
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae","LEfSe","TW",3.2156388057465,6.01024265031092e-06,2.92359437437837e-05
"k__Bacteria|p__Gemmatimonadetes|c__Gemmatimonadetes|o__S0134 terrestrial group","LEfSe","TW",3.2150199369862,0.00111351198045531,0.00292012835690831
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales","LEfSe","CW",3.21259084355729,0.00234829691637959,0.00564030193934162
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__PeM15","LEfSe","CW",3.21092867637985,2.84911995123649e-06,1.48926880162938e-05
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Arenimonas","LEfSe","TW",3.20790323052093,8.48442270947901e-05,0.000300746724371898
"k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Syntrophobacterales","LEfSe","CW",3.19864300314833,0.00106303080596231,0.00280204017571604
"k__Bacteria|p__Bacteroidetes|c__SB-5","LEfSe","TW",3.19786976686133,3.95545734687941e-10,6.0728931621736e-09
"k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfuromonadales|f__Geobacteraceae|g__Geobacter","LEfSe","IW",3.18845345030618,7.16428944596403e-08,5.33687648583408e-07
"k__Bacteria|p__Planctomycetes|c__Planctomycetacia|o__Planctomycetales|f__Planctomycetaceae|g__Candidatus Anammoximicrobium","LEfSe","TW",3.18679867021626,3.76376049845276e-06,1.89664009431835e-05
"k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__Brevundimonas","LEfSe","TW",3.18136360827606,9.9921003171431e-12,4.66903596637414e-10
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Alteromonadaceae","LEfSe","CW",3.17751115337159,1.09477929506269e-09,1.43063531609039e-08
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Alteromonadaceae|g__Marinobacter","LEfSe","CW",3.17751115337159,1.09477929506269e-09,1.43063531609039e-08
"k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfobacterales|f__Desulfobacteraceae|g__Sva0081 sediment group","LEfSe","CW",3.17267132141881,6.07041773508578e-13,6.89174531818152e-11
"k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Sandaracinaceae","LEfSe","CW",3.16380850946054,1.02032175106052e-07,7.28396361173757e-07
"k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Syntrophobacterales|f__Syntrophaceae","LEfSe","TW",3.16228272746198,0.000451219007715394,0.00133537031823743
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Cryobacterium","LEfSe","TW",3.16040506821228,8.37057156023715e-08,6.11726130136763e-07
"k__Bacteria|p__Chloroflexi|c__JG30-KF-CM66","LEfSe","IW",3.15456053171383,1.89502780378384e-06,1.02892002585728e-05
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Thermoactinomycetaceae","LEfSe","CW",3.15330037201251,3.39918428591499e-10,5.6650355760391e-09
"k__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cyclobacteriaceae","LEfSe","TW",3.14559466917644,6.02581661462909e-07,3.56008016082684e-06
"k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Syntrophobacterales|f__Syntrophaceae|g__Syntrophus","LEfSe","TW",3.14293752670041,1.47645512422537e-06,8.18954604876085e-06
"k__Bacteria|p__Chloroflexi|c__Chloroflexia","LEfSe","IW",3.14178912575982,2.73040217955048e-06,1.43695568630268e-05
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Propionibacteriales|f__Nocardioidaceae","LEfSe","TW",3.13817481096608,5.13474201238225e-06,2.52963967510972e-05
"k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Lutibacter","LEfSe","TW",3.13253087086333,1.6851616328251e-05,7.25843362518523e-05
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Thermoactinomycetaceae|g__Kroppenstedtia","LEfSe","CW",3.12631440532968,2.69574412010835e-10,4.88534699537324e-09
"k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Rhodospirillaceae","LEfSe","CW",3.12420665243889,0.000404598348521183,0.00120890063554208
"k__Bacteria|p__Chloroflexi|c__Chloroflexia|o__Chloroflexales","LEfSe","IW",3.12042835689887,6.78392242567763e-06,3.21871027089074e-05
"k__Bacteria|p__Planctomycetes|c__Planctomycetacia|o__Planctomycetales|f__Planctomycetaceae|g__Planctomyces","LEfSe","CW",3.11157150758797,0.00141874830264057,0.00364618313778626
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Propionibacteriales","LEfSe","TW",3.11038520204348,0.00013421221097121,0.000449902672429577
"k__Bacteria|p__Actinobacteria|c__Acidimicrobiia|o__Acidimicrobiales|f__Acidimicrobiaceae|g__CL500-29 marine group","LEfSe","TW",3.10651078322735,2.50615565078537e-05,0.000103884193911587
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Thermomonas","LEfSe","TW",3.09898424586506,4.50875035917828e-05,0.000173812326346323
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__E01-9C-26 marine group","LEfSe","CW",3.09396695606801,1.04015256641251e-08,9.96220656775209e-08
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Ectothiorhodospiraceae|g__Thiogranum","LEfSe","CW",3.09142693453387,3.0301777583586e-10,5.25003831841455e-09
"k__Bacteria|p__Verrucomicrobia|c__Spartobacteria|o__Chthoniobacterales|f__Chthoniobacteraceae","LEfSe","IW",3.07694664646109,7.35645220073491e-10,1.06015413958254e-08
"k__Bacteria|p__Verrucomicrobia|c__Spartobacteria|o__Chthoniobacterales|f__Chthoniobacteraceae|g__Chthoniobacter","LEfSe","IW",3.07694664646109,7.35645220073491e-10,1.06015413958254e-08
"k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__JG34-KF-161","LEfSe","TW",3.07525893438631,0.000183592986588695,0.00059600081119951
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae","LEfSe","CW",3.06779355520781,0.00250483334540889,0.00596180267537914
"k__Bacteria|p__Chloroflexi|c__Chloroflexia|o__Chloroflexales|f__Roseiflexaceae","LEfSe","IW",3.06456985006876,9.38240667777887e-05,0.000325848448133671
"k__Bacteria|p__Chloroflexi|c__Chloroflexia|o__Chloroflexales|f__Roseiflexaceae|g__Roseiflexus","LEfSe","IW",3.06456985006876,9.38240667777887e-05,0.000325848448133671
"k__Bacteria|p__Actinobacteria|c__Nitriliruptoria","LEfSe","IW",3.06216670445933,0.00104076983819121,0.00274806008645694
"k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Sva0485","LEfSe","CW",3.06136653388377,7.6326941019181e-07,4.42466703201418e-06
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Propionibacteriales|f__Nocardioidaceae|g__Nocardioides","LEfSe","TW",3.05826549034116,2.72246248670531e-06,1.43695568630268e-05
"k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Methylobacteriaceae","LEfSe","IW",3.05580559157378,0.00168820634166527,0.00424667892144837
"k__Bacteria|p__Verrucomicrobia|c__S-BQ2-57 soil group","LEfSe","IW",3.04462232126949,0.000414417144073978,0.00123365103506192
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Christensenellaceae|g__Christensenellaceae R-7 group","LEfSe","TW",3.037346772063,2.31924991330159e-05,9.69182484095136e-05
"k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfuromonadales|f__Geobacteraceae","LEfSe","IW",3.03667888843032,0.000686548447888535,0.00192833826346835
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Cellulomonadaceae","LEfSe","TW",3.03371314318738,1.99083814625892e-07,1.32322087134968e-06
"k__Bacteria|p__Verrucomicrobia|c__Opitutae","LEfSe","TW",3.03131804037242,8.40712213411891e-11,1.96420944406233e-09
"k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfobacterales|f__Desulfobulbaceae|g__SEEP-SRB4","LEfSe","CW",3.03014269723447,1.88052942288668e-07,1.26077233482229e-06
"k__Bacteria|p__Chloroflexi|c__Ardenticatenia","LEfSe","CW",3.02865481689256,5.09975382641973e-05,0.000191800497569249
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Christensenellaceae","LEfSe","TW",3.02824764750806,0.0001235545985439,0.000416895385021212
"k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Imtechella","LEfSe","CW",3.02765951381824,1.06626023879041e-10,2.31573702565466e-09
"k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfuromonadales|f__Sva1033","LEfSe","CW",3.01937660051925,3.56011150785294e-10,5.69572430470336e-09
"k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Chitinophagaceae|g__Flavisolibacter","LEfSe","IW",3.01734936836762,0.000803904351657512,0.00220966222862011
"k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Helicobacteraceae|g__Sulfuricurvum","LEfSe","TW",3.01625912852599,0.000173683544488438,0.000568620011892085
"k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfuromonadales|f__BVA18","LEfSe","TW",3.01306394321793,3.17357602928177e-05,0.000126812591565004
"k__Bacteria|p__Verrucomicrobia|c__Opitutae|o__Opitutales","LEfSe","TW",3.00943895114872,7.5362991157431e-11,1.84459892642474e-09
"k__Bacteria|p__Verrucomicrobia|c__Opitutae|o__Opitutales|f__Opitutaceae","LEfSe","TW",3.00943895114872,7.5362991157431e-11,1.84459892642474e-09
"k__Archaea|p__Thaumarchaeota|c__Soil Crenarchaeotic Group(SCG)","LEfSe","IW",3.00589114912882,0.00431994273193135,0.00959848947066015
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae","LEfSe","TW",3.00550773261483,3.28922755004998e-06,1.67946651727717e-05
"k__Bacteria|p__Verrucomicrobia|c__Opitutae|o__Opitutales|f__Opitutaceae|g__Opitutus","LEfSe","TW",3.00387509205776,6.24511859602701e-11,1.78332831019882e-09
"k__Bacteria|p__Actinobacteria|c__Nitriliruptoria|o__Nitriliruptorales","LEfSe","CW",3.00205601110767,0.000951277282976329,0.0025510775136513
"k__Bacteria|p__Actinobacteria|c__Nitriliruptoria|o__Nitriliruptorales|f__Nitriliruptoraceae","LEfSe","CW",3.00205601110767,0.000951277282976329,0.0025510775136513
"k__Bacteria|p__Actinobacteria|c__Nitriliruptoria|o__Nitriliruptorales|f__Nitriliruptoraceae|g__Nitriliruptor","LEfSe","CW",3.00205601110767,0.000951277282976329,0.0025510775136513
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Frankiales|f__Acidothermaceae","LEfSe","IW",3.00187137916284,9.2808025998601e-06,4.23492009595317e-05
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Frankiales|f__Acidothermaceae|g__Acidothermus","LEfSe","IW",3.00187137916284,9.2808025998601e-06,4.23492009595317e-05
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae 2","LEfSe","TW",2.99984975779231,0.00307885021776589,0.00704389767922107
"k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Verrucomicrobiaceae|g__Luteolibacter","LEfSe","TW",2.99146526394639,4.90911987028013e-08,3.84256996952892e-07
"k__Bacteria|p__Actinobacteria|c__Thermoleophilia|o__Solirubrobacterales|f__TM146","LEfSe","IW",2.98953868284056,0.00147094170535003,0.00376776097948462
"k__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cytophagaceae|g__Adhaeribacter","LEfSe","TW",2.98809521580821,0.000343177589323232,0.00103557699165641
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Oceanobacillus","LEfSe","TW",2.98537159364195,5.78398105168199e-10,8.57586421316695e-09
"k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfuromonadales|f__Desulfuromonadaceae","LEfSe","CW",2.97591168165991,4.33023384106626e-05,0.00016734888679008
"k__Bacteria|p__Acidobacteria|c__Acidobacteria|o__Subgroup 3|f__SJA-149","LEfSe","TW",2.96931587121867,2.52168061392858e-08,2.16023972593215e-07
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__KI89A clade","LEfSe","CW",2.96835648877568,1.3095591057589e-08,1.23130496407331e-07
"k__Bacteria|p__SHA-109","LEfSe","CW",2.96059768768661,1.05374270528126e-09,1.43063531609039e-08
"k__Bacteria|p__Actinobacteria|c__Acidimicrobiia|o__Acidimicrobiales|f__Sva0996 marine group","LEfSe","CW",2.95204072509638,4.14767460272389e-12,2.52100171612758e-10
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cellvibrionales|f__Halieaceae|g__Halioglobus","LEfSe","CW",2.95122999517719,1.22901393507989e-10,2.63213817762942e-09
"k__Bacteria|p__Lentisphaerae","LEfSe","TW",2.94105984906598,0.000568586679865013,0.00161466051630175
"k__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cytophagaceae|g__Mangrovibacterium","LEfSe","CW",2.93858498923642,0.000120319677763496,0.00040776471013475
"k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Lutimonas","LEfSe","CW",2.93508404899844,6.68719469187761e-11,1.82509818572736e-09
"k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Haliangiaceae","LEfSe","IW",2.93227705820256,5.04854313862232e-05,0.000191274042254438
"k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Haliangiaceae|g__Haliangium","LEfSe","IW",2.93227705820256,5.04854313862232e-05,0.000191274042254438
"k__Bacteria|p__Spirochaetae","LEfSe","TW",2.93018573284994,1.35954611551031e-07,9.40098704088292e-07
"k__Bacteria|p__Spirochaetae|c__Spirochaetes","LEfSe","TW",2.93018573284994,1.35954611551031e-07,9.40098704088292e-07
"k__Bacteria|p__Spirochaetae|c__Spirochaetes|o__Spirochaetales","LEfSe","TW",2.93018573284994,1.35954611551031e-07,9.40098704088292e-07
"k__Bacteria|p__Synergistetes","LEfSe","TW",2.93008145271709,3.61985072542756e-10,5.69572430470336e-09
"k__Bacteria|p__Synergistetes|c__Synergistia","LEfSe","TW",2.93008145271709,3.61985072542756e-10,5.69572430470336e-09
"k__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales","LEfSe","TW",2.93008145271709,3.61985072542756e-10,5.69572430470336e-09
"k__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales|f__Synergistaceae","LEfSe","TW",2.93008145271709,3.61985072542756e-10,5.69572430470336e-09
"k__Bacteria|p__Bacteroidetes|c__BSV13","LEfSe","TW",2.92320462231244,3.44044606049572e-07,2.20131445032548e-06
"k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhizobiales Incertae Sedis|g__Rhizomicrobium","LEfSe","IW",2.92184997216527,7.82514348895548e-10,1.0969428418154e-08
"k__Bacteria|p__Actinobacteria|c__Acidimicrobiia|o__Acidimicrobiales|f__Iamiaceae","LEfSe","TW",2.91929525955628,1.37690597293923e-06,7.69271380533439e-06
"k__Bacteria|p__Actinobacteria|c__Acidimicrobiia|o__Acidimicrobiales|f__Iamiaceae|g__Iamia","LEfSe","TW",2.91929525955628,1.37690597293923e-06,7.69271380533439e-06
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae","LEfSe","TW",2.91846725052924,1.12857238376672e-05,5.0442278717921e-05
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micromonosporales","LEfSe","IW",2.9163609573972,4.41203681259829e-09,4.82507855675643e-08
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micromonosporales|f__Micromonosporaceae","LEfSe","IW",2.9163609573972,4.41203681259829e-09,4.82507855675643e-08
"k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Limnobacter","LEfSe","CW",2.91043877017362,4.1301359860145e-09,4.58177675570818e-08
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Sva0071","LEfSe","CW",2.90899168249198,4.01217699001488e-09,4.48317168014706e-08
"k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Tropicimonas","LEfSe","CW",2.90674279243668,0.0026909488979986,0.00632537073279549
"k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Rhodospirillaceae|g__Pelagibius","LEfSe","CW",2.89403842432104,1.71726840631655e-08,1.55766346031772e-07
"k__Bacteria|p__Acidobacteria|c__Acidobacteria|o__Subgroup 3|f__GOUTB8","LEfSe","TW",2.89192114056229,1.8689529558174e-06,1.01834821832877e-05
"k__Bacteria|p__Planctomycetes|c__Planctomycetacia|o__Planctomycetales|f__Planctomycetaceae|g__Rubripirellula","LEfSe","CW",2.88700856488179,3.10670867156067e-14,9.5810895430931e-12
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelothrix","LEfSe","TW",2.88686857223911,0.00299504323401295,0.00689306965201189
"k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Paracocccus","LEfSe","CW",2.88478723999934,7.50185776761477e-07,4.38176692335681e-06
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Cellulomonadaceae|g__Actinotalea","LEfSe","TW",2.87837397090951,2.01341559545971e-08,1.76402661829482e-07
"k__Bacteria|p__Spirochaetae|c__Spirochaetes|o__Spirochaetales|f__Spirochaetaceae","LEfSe","TW",2.87560673837124,1.26891271680106e-07,8.89392458776013e-07
"k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Actibacter","LEfSe","CW",2.86499031966708,0.000153712736719474,0.000508637424938689
"k__Bacteria|p__Actinobacteria|c__OPB41","LEfSe","CW",2.86297273879144,2.00425319823677e-05,8.51195348254947e-05
"k__Bacteria|p__Chloroflexi|c__Anaerolineae|o__Anaerolineales|f__Anaerolineaceae|g__Leptolinea","LEfSe","TW",2.86034824229914,0.000697652881858197,0.00195294464702723
"k__Bacteria|p__Actinobacteria|c__Thermoleophilia|o__Solirubrobacterales|f__480-2","LEfSe","IW",2.85810189898975,0.000224872548176977,0.000713484504709669
"k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae","LEfSe","CW",2.85792511074559,0.000141673870166199,0.0004718382457803
"k__Bacteria|p__Lentisphaerae|c__R76-B128","LEfSe","CW",2.85677689383765,4.74977663160203e-07,2.96524516839285e-06
"k__Bacteria|p__Deinococcus-Thermus","LEfSe","CW",2.85538397665928,4.04056923616624e-07,2.54308480088504e-06
"k__Bacteria|p__Deinococcus-Thermus|c__Deinococci","LEfSe","CW",2.85538397665928,4.04056923616624e-07,2.54308480088504e-06
"k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Hyphomicrobiaceae|g__Devosia","LEfSe","IW",2.85425522444029,0.000100424579959879,0.000347207852686397
"k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Polyangiaceae","LEfSe","IW",2.85420184096218,3.62698056566779e-09,4.14281780167388e-08
"k__Bacteria|p__Deinococcus-Thermus|c__Deinococci|o__Deinococcales","LEfSe","CW",2.85305840061888,3.70476471561537e-06,1.87303186605865e-05
"k__Bacteria|p__Deinococcus-Thermus|c__Deinococci|o__Deinococcales|f__Trueperaceae","LEfSe","CW",2.85305840061888,3.9679801785465e-06,1.97375014042539e-05
"k__Bacteria|p__Deinococcus-Thermus|c__Deinococci|o__Deinococcales|f__Trueperaceae|g__Truepera","LEfSe","CW",2.85305840061888,3.9679801785465e-06,1.97375014042539e-05
"k__Bacteria|p__Planctomycetes|c__Phycisphaerae|o__MSB-3A7 sediment group","LEfSe","CW",2.84806402636621,5.02673429194995e-08,3.88336219049157e-07
"k__Bacteria|p__WD272","LEfSe","IW",2.84409060463479,4.72352979986663e-05,0.000181186143069511
"k__Bacteria|p__Chloroflexi|c__Ktedonobacteria|o__C0119","LEfSe","IW",2.83749354944866,0.000553163185666105,0.00158841272308591
"k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Leisingera","LEfSe","CW",2.83692271938641,2.70168320224238e-09,3.16498378997835e-08
"k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Noviherbaspirillum","LEfSe","TW",2.83331194091308,2.07397826573469e-08,1.79667105941735e-07
"k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Erythrobacteraceae|g__Croceicoccus","LEfSe","CW",2.82791473612553,1.94858112264755e-10,3.85219498861861e-09
"k__Bacteria|p__Acidobacteria|c__Acidobacteria|o__Subgroup 4|f__11-24","LEfSe","IW",2.82652947885977,2.1568230935701e-06,1.15882272135369e-05
"k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingopyxis","LEfSe","TW",2.82485827026476,5.87373178434762e-09,6.11979352125948e-08
"k__Bacteria|p__Planctomycetes|c__Planctomycetacia|o__Planctomycetales|f__Planctomycetaceae|g__Blastopirellula","LEfSe","CW",2.82383324690504,1.24965024839429e-06,7.08441427582352e-06
"k__Bacteria|p__Chlorobi|c__Ignavibacteria|o__Ignavibacteriales|f__Ignavibacteriaceae","LEfSe","TW",2.8191455428215,3.42992320129488e-05,0.000135613886574274
"k__Bacteria|p__Chlorobi|c__Ignavibacteria|o__Ignavibacteriales|f__Ignavibacteriaceae|g__Ignavibacterium","LEfSe","TW",2.8191455428215,3.42992320129488e-05,0.000135613886574274
"k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Thioclava","LEfSe","CW",2.81628077227014,4.250716252874e-12,2.52100171612758e-10
"k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Verrucomicrobiaceae|g__Haloferula","LEfSe","CW",2.8096236496198,8.0190382905643e-06,3.73585833488753e-05
"k__Bacteria|p__Cyanobacteria|c__Cyanobacteria|o__SubsectionI","LEfSe","CW",2.79673979047722,4.51863173339986e-08,3.57319493995004e-07
"k__Bacteria|p__Cyanobacteria|c__Cyanobacteria|o__SubsectionI|f__FamilyI","LEfSe","CW",2.79673979047722,4.51863173339986e-08,3.57319493995004e-07
"k__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Order II","LEfSe","CW",2.79604397080058,7.60887312569681e-05,0.000276718923580766
"k__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Order II|f__Rhodothermaceae","LEfSe","CW",2.79604397080058,7.60887312569681e-05,0.000276718923580766
"k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfarculales|f__Desulfarculaceae|g__Desulfatiglans","LEfSe","CW",2.78763596861251,1.98145821792108e-08,1.75234881973686e-07
"k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfarculales","LEfSe","CW",2.78490419584625,2.69352719941463e-08,2.28209831950404e-07
"k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfarculales|f__Desulfarculaceae","LEfSe","CW",2.78490419584625,2.69352719941463e-08,2.28209831950404e-07
"k__Bacteria|p__Planctomycetes|c__Phycisphaerae|o__Phycisphaerales|f__Phycisphaeraceae|g__Urania-1B-19 marine sediment group","LEfSe","CW",2.78488506140365,4.33772824886604e-08,3.46568754391266e-07
"k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__Phenylobacterium","LEfSe","IW",2.77965137462545,4.64736006230779e-08,3.65623939595847e-07
"k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfobacterales|f__Desulfobulbaceae|g__Desulfocapsa","LEfSe","TW",2.7766781210741,0.000405318825275783,0.00120890063554208
"k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__DA111","LEfSe","IW",2.77592653194862,1.36635957202228e-07,9.40592169668906e-07
"k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfuromonadales|f__Desulfuromonadaceae|g__Desulfuromusa","LEfSe","CW",2.77504869709745,6.42589946176958e-06,3.08683394705566e-05
"k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Methylocystaceae","LEfSe","CW",2.77214181314207,7.87300061342885e-05,0.000283648760418395
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Demequinaceae","LEfSe","CW",2.77084376154914,4.31155786944698e-05,0.000167045784791137
"k__Bacteria|p__Chloroflexi|c__Anaerolineae|o__Anaerolineales|f__Anaerolineaceae|g__Pelolinea","LEfSe","CW",2.76918513838337,4.90498161324248e-09,5.2891480053286e-08
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Paludibacter","LEfSe","TW",2.76168305784001,4.72650776805831e-09,5.13258801291966e-08
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Demequinaceae|g__Lysinimicrobium","LEfSe","CW",2.76157099933644,2.26019955129445e-07,1.4830756204664e-06
"k__Bacteria|p__Planctomycetes|c__Planctomycetacia|o__Planctomycetales|f__Planctomycetaceae|g__Gemmata","LEfSe","IW",2.75576544622636,7.66830726295998e-05,0.000278224230576101
"k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfobacterales|f__Desulfobulbaceae|g__Desulfopila","LEfSe","CW",2.74992399665725,7.51100205491496e-09,7.42433664658901e-08
"k__Bacteria|p__Cyanobacteria|c__Cyanobacteria","LEfSe","CW",2.74935715880038,0.000803414463644535,0.00220966222862011
"k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Bdellovibrionales","LEfSe","CW",2.74666351233786,0.000198187863210476,0.000639342437386096
"k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Cystobacteraceae","LEfSe","IW",2.74356457754973,8.5036038797761e-05,0.000300746724371898
"k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfobacterales|f__Desulfobacteraceae|g__Desulfosarcina","LEfSe","CW",2.73981454005415,4.92831198311172e-11,1.43385982602986e-09
