"Taxa","Method","Group","LDA","P.unadj","P.adj"
"k__Bacteria|p__WCHB1-60","LEfSe","IW",2.30851112277408,0.000551153712800265,0.001585595196153
"k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Labrenzia","LEfSe","CW",2.30815246495872,1.07818721483609e-09,1.43063531609039e-08
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Family XIII|g__[Eubacterium] brachy group","LEfSe","IW",2.30066353089193,0.000500513686915777,0.00146172747201539
"k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__KD3-10","LEfSe","IW",2.29140489994691,1.44380387953861e-05,6.34286490669098e-05
"k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__Caulobacter","LEfSe","TW",2.29002618618851,0.000239843134668151,0.000754771660527121
"k__Bacteria|p__Proteobacteria|c__Milano-WF1B-44","LEfSe","CW",2.28888610667431,5.98732090384201e-05,0.000223006010476434
"k__Bacteria|p__Actinobacteria|c__Nitriliruptoria|o__Euzebyales","LEfSe","IW",2.28557525522999,0.00447327943325581,0.00988223049581728
"k__Bacteria|p__Actinobacteria|c__Nitriliruptoria|o__Euzebyales|f__Euzebyaceae","LEfSe","IW",2.28557525522999,0.00447327943325581,0.00988223049581728
"k__Bacteria|p__Actinobacteria|c__Nitriliruptoria|o__Euzebyales|f__Euzebyaceae|g__Euzebya","LEfSe","IW",2.28557525522999,0.00447327943325581,0.00988223049581728
"k__Bacteria|p__TM6","LEfSe","IW",2.2838544056555,0.00161865045700035,0.00411195882157255
"k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__GKS98 freshwater group","LEfSe","TW",2.27787624843873,3.82302913791431e-11,1.22814811055497e-09
"k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhizobiaceae|g__Ensifer","LEfSe","CW",2.27582973786324,5.60048263147712e-06,2.7503007062859e-05
"k__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cytophagaceae|g__Nibribacter","LEfSe","CW",2.27374826075876,0.00266294918000683,0.00626911089400081
"k__Bacteria|p__Armatimonadetes|c__Chthonomonadetes|o__Chthonomonadales|f__Chthonomonadaceae","LEfSe","IW",2.2689638896078,2.70932464511765e-09,3.16498378997835e-08
"k__Bacteria|p__Armatimonadetes|c__Chthonomonadetes|o__Chthonomonadales|f__Chthonomonadaceae|g__Chthonomonas","LEfSe","IW",2.2689638896078,2.70932464511765e-09,3.16498378997835e-08
"k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Chitinophagaceae|g__Parasegetibacter","LEfSe","TW",2.25797461699264,0.00257980086254248,0.0061106803840868
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Lysinimonas","LEfSe","TW",2.2567159967732,9.08384374330843e-05,0.000319801074250722
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Perlucidibaca","LEfSe","IW",2.24665566949002,0.00103760721804434,0.00274440879969876
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Pseudonocardiales|f__Pseudonocardiaceae|g__Pseudonocardia","LEfSe","IW",2.24577086453622,3.77738779267346e-05,0.000148590101436288
"k__Bacteria|p__Acidobacteria|c__Acidobacteria|o__Subgroup 3|f__AKIW659","LEfSe","IW",2.24415300047355,5.05207099876748e-07,3.09138630162677e-06
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Frankiales|f__Geodermatophilaceae|g__Blastococcus","LEfSe","IW",2.24341490552296,0.0030023461342999,0.00689957934290678
"k__Bacteria|p__Verrucomicrobia|c__OPB35 soil group|o__|f__|g__Pedosphaera","LEfSe","IW",2.24303301734278,0.00136746973674094,0.00352026433064195
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidia Incertae Sedis|f__Draconibacteriaceae|g__Draconibacterium","LEfSe","CW",2.24002663881752,3.72442129755157e-05,0.000146881269586305
"k__Bacteria|p__Planctomycetes|c__Pla3 lineage","LEfSe","CW",2.23450357610384,8.24642364101834e-05,0.000293671714883378
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales","LEfSe","IW",2.23196472971645,0.000242698692909796,0.000759110313320295
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae","LEfSe","IW",2.23196472971645,0.000242698692909796,0.000759110313320295
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces","LEfSe","IW",2.23196472971645,0.000242698692909796,0.000759110313320295
"k__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Flammeovirgaceae|g__Flexithrix","LEfSe","CW",2.23163709217802,2.3065873375985e-06,1.23071199812349e-05
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cellvibrionales|f__Spongiibacteraceae","LEfSe","CW",2.22816791571179,5.08277982101785e-05,0.000191629498386541
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cellvibrionales|f__Spongiibacteraceae|g__BD1-7 clade","LEfSe","CW",2.22816791571179,5.08277982101785e-05,0.000191629498386541
"k__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cytophagaceae|g__Arcicella","LEfSe","TW",2.22802526275338,6.44624181294932e-09,6.53954268129464e-08
"k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfuromonadales|f__Desulfuromonadaceae|g__Pelobacter","LEfSe","CW",2.22153908859408,4.09949154701467e-08,3.29479424901339e-07
"k__Bacteria|p__Lentisphaerae|c__BS5","LEfSe","TW",2.20772839035788,2.01808662631562e-06,1.09189107992234e-05
"k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Rhodocyclales|f__Rhodocyclaceae|g__Azonexus","LEfSe","IW",2.20323762949706,0.00437406295244387,0.00970475550024237
"k__Archaea|p__Thaumarchaeota|c__Marine Group I","LEfSe","CW",2.20266107677859,2.04132502143693e-08,1.77837467969251e-07
"k__Archaea|p__Thaumarchaeota|c__Marine Group I|o__|f__|g__Candidatus Nitrosopumilus","LEfSe","CW",2.20266107677859,1.41306166500756e-09,1.78601728478824e-08
"k__Bacteria|p__Verrucomicrobia|c__Spartobacteria|o__Chthoniobacterales|f__FukuN18 freshwater group","LEfSe","IW",2.20160975933899,2.58023666632825e-05,0.000106668228940433
"k__Bacteria|p__Cyanobacteria|c__Cyanobacteria|o__SubsectionIII","LEfSe","IW",2.19883188402495,0.000949739463106674,0.0025510775136513
"k__Bacteria|p__Cyanobacteria|c__Cyanobacteria|o__SubsectionIII|f__FamilyI","LEfSe","IW",2.19883188402495,0.000949739463106674,0.0025510775136513
"k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Albidiferax","LEfSe","CW",2.19700937207067,0.00284705272995621,0.0065918247891779
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadales Incertae Sedis|g__Steroidobacter","LEfSe","IW",2.19422081556526,0.00250921526350263,0.00596180267537914
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micromonosporales|f__Micromonosporaceae|g__Dactylosporangium","LEfSe","CW",2.19218850355167,7.33390292692531e-05,0.000267982898419877
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales","LEfSe","TW",2.18845141345106,9.36908066765808e-05,0.000325848448133671
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae","LEfSe","TW",2.18845141345106,9.36908066765808e-05,0.000325848448133671
"k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Polyangiaceae|g__Byssovorax","LEfSe","IW",2.18841792950628,1.52132941131376e-05,6.62680777470572e-05
"k__Bacteria|p__Planctomycetes|c__Pla4 lineage","LEfSe","TW",2.18509890655284,0.000459087313165966,0.00135097831469832
"k__Bacteria|p__Firmicutes|c__Negativicutes","LEfSe","IW",2.18450125109926,0.000523541395730944,0.00151748276732541
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales","LEfSe","IW",2.18450125109926,0.000523541395730944,0.00151748276732541
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Oceanospirillaceae|g__Marinobacterium","LEfSe","CW",2.17917280993371,6.24861676586667e-09,6.46668929729289e-08
"k__Archaea|p__Thaumarchaeota|c__Group C3","LEfSe","CW",2.17736867879119,0.00381982737432092,0.00858625920000416
"k__Bacteria|p__Acidobacteria|c__Acidobacteria|o__Subgroup 5","LEfSe","IW",2.17558075360534,0.000205352631956492,0.000658323822197319
"k__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales|f__Synergistaceae|g__Thermovirga","LEfSe","TW",2.17046099204637,1.01338309928952e-09,1.3952113742004e-08
"k__Bacteria|p__Verrucomicrobia|c__Spartobacteria|o__Chthoniobacterales|f__Xiphinematobacteraceae","LEfSe","IW",2.1689271180284,0.000896675745846608,0.00243428521143569
"k__Bacteria|p__Verrucomicrobia|c__Spartobacteria|o__Chthoniobacterales|f__Xiphinematobacteraceae|g__Candidatus Xiphinematobacter","LEfSe","IW",2.1689271180284,0.000896675745846608,0.00243428521143569
"k__Bacteria|p__Caldiserica","LEfSe","TW",2.16729695381908,8.01925492119177e-06,3.73585833488753e-05
"k__Bacteria|p__Caldiserica|c__Caldisericia","LEfSe","TW",2.16729695381908,8.01925492119177e-06,3.73585833488753e-05
"k__Bacteria|p__Caldiserica|c__Caldisericia|o__Caldisericales","LEfSe","TW",2.16729695381908,8.01925492119177e-06,3.73585833488753e-05
"k__Bacteria|p__Chloroflexi|c__Chloroflexia|o__Chloroflexales|f__Chloroflexaceae","LEfSe","IW",2.16528731686528,0.00100045013448828,0.00265936053343651
"k__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cytophagaceae|g__Ohtaekwangia","LEfSe","IW",2.16403674200103,7.15882587336165e-05,0.000262206876406738
"k__Bacteria|p__Fusobacteria","LEfSe","CW",2.15968847897179,0.00135971033657696,0.00350614270736064
"k__Bacteria|p__Fusobacteria|c__Fusobacteriia","LEfSe","CW",2.15968847897179,0.00135971033657696,0.00350614270736064
"k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales","LEfSe","CW",2.15968847897179,0.00135971033657696,0.00350614270736064
"k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Phyllobacteriaceae|g__Hoeflea","LEfSe","CW",2.15962983512987,0.000622449877173063,0.00175149217262931
"k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfobacterales|f__Desulfobacteraceae|g__SEEP-SRB1","LEfSe","CW",2.15733877780372,1.13797713843728e-05,5.07156285396036e-05
"k__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Thermotogaceae|g__GAL15","LEfSe","IW",2.15492887626021,0.000439790315864098,0.00130666024482165
"k__Bacteria|p__Chloroflexi|c__Anaerolineae|o__Anaerolineales|f__Anaerolineaceae|g__Ornatilinea","LEfSe","TW",2.15312351946441,0.00348400951820825,0.00790050393687813
"k__Bacteria|p__Caldiserica|c__Caldisericia|o__Caldisericales|f__TTA-B1","LEfSe","TW",2.15159077165274,1.16468492288548e-08,1.10180622766222e-07
"k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Aquibacter","LEfSe","CW",2.13982952624961,1.06743958287436e-07,7.58521583775235e-07
"k__Bacteria|p__Acidobacteria|c__Holophagae|o__Subgroup 10|f__TK85","LEfSe","CW",2.1381859946983,1.22411596825105e-05,5.42410006621586e-05
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Frankiales|f__Frankiaceae|g__Jatrophihabitans","LEfSe","IW",2.13099552322127,1.21342595445795e-05,5.39222715208693e-05
"k__Bacteria|p__Deinococcus-Thermus|c__Deinococci|o__KD3-62","LEfSe","IW",2.13079635121995,2.39619749820521e-05,9.95939768795802e-05
"k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Roseomonas|s__Roseomonas lacus","LEfSe","CW",2.12906642266222,2.9511080949055e-05,0.000119438548093026
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae","LEfSe","IW",2.12652220173115,0.00145738110636422,0.0037392373810543
"k__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cytophagaceae|g__Pseudarcicella","LEfSe","TW",2.12444628698344,7.77389918995496e-09,7.63525640185385e-08
"k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Hyphomicrobiaceae|g__Rhodomicrobium","LEfSe","IW",2.12078201428768,0.000757696132882617,0.00210138028220323
"k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Polymorphobacter","LEfSe","TW",2.11896249088766,0.00256754452317866,0.00609100562267923
"k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Chitinophagaceae|g__Niastella","LEfSe","IW",2.1110221661365,9.28276908192071e-06,4.23492009595317e-05
"k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Bdellovibrionales|f__Bdellovibrionaceae","LEfSe","TW",2.10715500796132,4.26430339223311e-05,0.000165631129239886
"k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__Gallionellaceae|g__Sideroxydans","LEfSe","TW",2.10345324699908,0.00228157491230405,0.00553174294775604
"k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__KF-JG30-B3","LEfSe","IW",2.0961207924954,0.00200509643283254,0.00493907140483669
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Agromyces","LEfSe","CW",2.09213032942216,0.000143897859124324,0.000478212281831265
"k__Bacteria|p__Spirochaetae|c__Spirochaetes|o__Spirochaetales|f__PL-11B10","LEfSe","TW",2.0870410271422,0.000301305199390201,0.000916395695186764
"k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Myxococcaceae","LEfSe","IW",2.08668949611534,0.000448549208830289,0.00133012092310828
"k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Bdellovibrionales|f__Bdellovibrionaceae|g__Bdellovibrio","LEfSe","TW",2.08557104307594,0.000136330048002667,0.000455023666710199
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Marinilabiaceae|g__Saccharicrinis","LEfSe","CW",2.0794299633433,3.34559625596301e-07,2.14954559445623e-06
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiotrichales|f__Piscirickettsiaceae","LEfSe","CW",2.07693715552314,0.00125782332002764,0.0032652585176475
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Thermoanaerobacterales|f__Thermoanaerobacteraceae","LEfSe","TW",2.07477635626363,3.54359948666634e-07,2.25794644976839e-06
"k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Cryomorphaceae|g__Owenweeksia","LEfSe","CW",2.07365210872329,0.00158961429539836,0.00404486013779583
"k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__KCM-B-15","LEfSe","IW",2.07337094664892,3.166320476554e-05,0.000126812591565004
"k__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cyclobacteriaceae|g__Cyclobacterium","LEfSe","CW",2.07082856934198,0.00374221687577567,0.00842408528824246
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Saccharospirillaceae","LEfSe","CW",2.06835486974543,0.00281489271327708,0.006546992554402
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Saccharospirillaceae|g__Saccharospirillum","LEfSe","CW",2.06835486974543,0.00281489271327708,0.006546992554402
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Colwelliaceae","LEfSe","CW",2.06537278274994,0.0026210717719743,0.006179958214655
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Colwelliaceae|g__Thalassotalea","LEfSe","CW",2.06537278274994,0.0026210717719743,0.006179958214655
"k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Helicobacteraceae|g__Sulfurimonas","LEfSe","CW",2.06374610690907,0.000104288852187569,0.000359352138269677
"k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Polynucleobacter","LEfSe","TW",2.05599347432967,9.26892568170632e-08,6.6788240192482e-07
"k__Bacteria|p__Atribacteria","LEfSe","TW",2.05509217541101,4.02890961084756e-05,0.000157033666923253
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cellvibrionales|f__Halieaceae|g__OM60(NOR5) clade","LEfSe","CW",2.04996006358122,4.10246754740967e-08,3.29479424901339e-07
"k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Oligoflexales","LEfSe","IW",2.04739857204053,0.0040203722281504,0.00899769807809568
"k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__OCS116 clade","LEfSe","CW",2.04210089167092,0.000560381489319985,0.00159429567625723
"k__Bacteria|p__Actinobacteria|c__Thermoleophilia|o__Solirubrobacterales|f__288-2","LEfSe","IW",2.04207521244998,0.0022485989649677,0.00546898991164069
"k__Bacteria|p__Cloacimonetes|c__W27","LEfSe","TW",2.03989280803052,5.79300498212831e-06,2.83581386744186e-05
"k__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cytophagaceae|g__Hymenobacter","LEfSe","TW",2.03916264302469,0.00277221103803527,0.0064926416171516
"k__Bacteria|p__Cyanobacteria|c__Cyanobacteria|o__SubsectionIII|f__FamilyI|g__Planktothrix","LEfSe","CW",2.03478940907987,0.000249822155163524,0.000778233865176069
"k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales","LEfSe","IW",2.02955613174479,0.0035197738551861,0.00795819836465831
"k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae","LEfSe","IW",2.02955613174479,0.0035197738551861,0.00795819836465831
"k__Bacteria|p__Elusimicrobia|c__Elusimicrobia|o__Lineage IIb","LEfSe","IW",2.02937727379496,2.86042622352158e-05,0.000117052069920105
"k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Lautropia","LEfSe","CW",2.02422419464095,0.00123013746795946,0.00319877230285578
"k__Bacteria|p__Planctomycetes|c__Phycisphaerae|o__Phycisphaerales|f__ODP1230B30.02 sediment group","LEfSe","CW",2.02388677277208,0.00335597413256721,0.00764388790608367
"k__Bacteria|p__Planctomycetes|c__Phycisphaerae|o__Phycisphaerales|f__Phycisphaeraceae|g__CL500-3","LEfSe","CW",2.01726812272476,0.00400562400948874,0.00897772125382506
"k__Bacteria|p__Cyanobacteria|c__Cyanobacteria|o__SubsectionI|f__FamilyI|g__Prochlorococcus","LEfSe","CW",2.01410029616679,2.04507529783417e-05,8.63974276509667e-05
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiotrichales|f__Piscirickettsiaceae|g__Methylophaga","LEfSe","CW",2.00942600004795,0.00155494487911,0.00396974338342321
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Frankiales|f__Geodermatophilaceae|g__Modestobacter","LEfSe","IW",2.00684148825313,0.000697842088529184,0.00195294464702723
"k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Gramella","LEfSe","CW",2.00464417715474,0.000264562016080627,0.000817544346285225
"k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfobacterales|f__Desulfobulbaceae|g__Desulfofustis","LEfSe","CW",2.00177372040685,0.000249472113851413,0.000778233865176069
"k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__KD1-131","LEfSe","TW",2.00004980292183,0.000131126006548707,0.000441476642135603
"k__Bacteria|p__Chloroflexi|c__Chloroflexia|o__Chloroflexales|f__FFCH7168","LEfSe","CW",1.99690904467938,8.52575830407945e-05,0.000300840258693147
"k__Bacteria|p__Marinimicrobia (SAR406 clade)","LEfSe","TW",1.99040443383762,6.07301003287928e-08,4.59048111308816e-07
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Dokdonella","LEfSe","IW",1.98603718175513,0.000769019259582087,0.00212895457500104
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminiclostridium","LEfSe","TW",1.98148813963886,0.000740143107661763,0.00206010951627155
"k__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Thermotogaceae|g__Pseudothermotoga","LEfSe","TW",1.98105949394138,8.33048655539867e-07,4.79313815985998e-06
"k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Syntrophobacterales|f__Syntrophaceae|g__Desulfomonile","LEfSe","CW",1.97688437580573,0.000180311983927587,0.000587824691789301
"k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Rhodocyclales|f__Rhodocyclaceae|g__Denitratisoma","LEfSe","IW",1.97273661754519,0.00431160573966553,0.00959378939475361
"k__Bacteria|p__Verrucomicrobia|c__Opitutae|o__Opitutae vadinHA64","LEfSe","TW",1.97265726911626,2.10415583732866e-07,1.39253575157116e-06
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__NKB5","LEfSe","CW",1.97032987993279,0.00247858037245067,0.0059163636754163
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadales Incertae Sedis|g__Plasticicumulans","LEfSe","CW",1.96385726829929,0.00193212756616183,0.00479765009182212
"k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Rhodovastum","LEfSe","CW",1.96239217903951,0.000735842017342572,0.00205184157457911
"k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__Nitrosomonadaceae|g__Nitrosospira","LEfSe","IW",1.96181000234931,9.52176942548886e-05,0.000329945358519187
"k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Rhodocyclales|f__Rhodocyclaceae|g__Sterolibacterium","LEfSe","IW",1.95878974494787,4.68767603346627e-05,0.000180259262932793
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Pseudonocardiales|f__Pseudonocardiaceae|g__Saccharopolyspora","LEfSe","CW",1.95620368934369,1.71038411695428e-06,9.36702548563961e-06
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Thermoactinomycetaceae|g__Thermoactinomyces","LEfSe","TW",1.95589488541929,4.00394990533694e-06,1.98523818457542e-05
"k__Bacteria|p__Acidobacteria|c__Holophagae|o__TPD-58","LEfSe","CW",1.9538117330406,0.00033259126991258,0.0010077225714575
"k__Archaea|p__Woesearchaeota (DHVEG-6)","LEfSe","TW",1.95143846350345,5.27102072599542e-05,0.000197759463734427
"k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Polyangiaceae|g__Chondromyces","LEfSe","CW",1.94395406239694,0.000452051430687377,0.00133537031823743
"k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Sulfitobacter","LEfSe","CW",1.9392046407348,0.000150492877088504,0.000499053798861233
"k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Ulvibacter","LEfSe","CW",1.93265262692228,0.00331085887814979,0.00755228460074995
"k__Bacteria|p__Actinobacteria|c__Thermoleophilia|o__Solirubrobacterales|f__Conexibacteraceae","LEfSe","CW",1.92619253850787,0.00282641396905362,0.00655388021094841
"k__Bacteria|p__Actinobacteria|c__Thermoleophilia|o__Solirubrobacterales|f__Conexibacteraceae|g__Conexibacter","LEfSe","CW",1.92619253850787,0.00282641396905362,0.00655388021094841
"k__Bacteria|p__Proteobacteria|c__TA18","LEfSe","CW",1.92594116493899,0.00415459706061296,0.00927118475754729
"k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae","LEfSe","TW",1.92564629499243,0.0023257593705707,0.00560920890134957
"k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio","LEfSe","TW",1.92564629499243,0.0023257593705707,0.00560920890134957
"k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfuromonadales|f__Geobacteraceae|g__Geopsychrobacter","LEfSe","CW",1.92443999855593,7.73013202460349e-05,0.000279809004270859
"k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__DB1-14","LEfSe","CW",1.92297581453031,0.00183062197063066,0.00456766841215611
"k__Bacteria|p__Acidobacteria|c__Acidobacteria|o__Acidobacteriales|f__Acidobacteriaceae (Subgroup 1)|g__Granulicella","LEfSe","CW",1.92012130309229,0.000353658361800818,0.00106511951932981
"k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingomicrobium","LEfSe","CW",1.9113811208205,6.54978002108417e-06,3.11721012114562e-05
"k__Archaea|p__Thaumarchaeota|c__Soil Crenarchaeotic Group(SCG)|o__|f__|g__Candidatus Nitrososphaera","LEfSe","IW",1.91003541367729,0.0008606268735733,0.00234882590982306
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptococcaceae|g__Thermincola","LEfSe","CW",1.89930014122285,0.00306091828520128,0.00702371427943507
"k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Pseudogulbenkiania","LEfSe","CW",1.89814564440615,0.00116066962604013,0.00302323068134101
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae 1|g__Fonticella","LEfSe","CW",1.89587536073171,8.12760821982286e-05,0.000290783570184846
"k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Phyllobacteriaceae|g__Pseudahrensia","LEfSe","CW",1.88995179355785,0.000230505325981964,0.000728359042344649
"k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Saprospiraceae|g__Candidatus Aquirestis","LEfSe","TW",1.88267297456541,2.58844398567581e-05,0.000106721407109949
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micromonosporales|f__Micromonosporaceae|g__Luedemannella","LEfSe","IW",1.87984288570755,0.000291313932274284,0.000889516997162269
"k__Bacteria|p__Acidobacteria|c__Holophagae|o__Holophagales|f__Holophagaceae|g__Geothrix","LEfSe","IW",1.87921493337689,0.0013159614568149,0.00341044128808163
"k__Bacteria|p__Lentisphaerae|c__113B434","LEfSe","CW",1.87638679523351,6.16103108140247e-06,2.96884685235081e-05
