"","S1","S2","S3","S4","S5","S6","S7","S9","S10","S11","S12","S13","S15","S16","S17","S18","S19","S20","S22","S23","S24","S25","S26","S27","S28","S30","S34","S35","S36","S37","S61","S62","S63","S65","S85","S86","S87","S88","S89","S112","S113","S114","S161","S162","S164","S165","S166","S167","S168","S169","S170","S171","S172","S173","S174","S175","S176","S177","S179","S182","S187","S188","S191","S194","S196","S197","S198","S201","S202","S203","S204","S205","S206","S207","S208","S209","S210","S213","S214","S215","S216","S217","S218","S219","S220","S221","S222","S223","S224","S225"
"S12",-4.55341946106237,-4.73071378503475,-4.3961272530396,-5.06272075121463,-4.78282508259917,-4.65772578129643,-4.75395388790091,-4.36063616239187,-4.15688228988285,-3.6859619740289,0,-4.17896412482879,-1.69656709129591,-2.18522095757665,-1.42213058618361,-2.15311790597682,-2.54769421544649,-2.3543906089377,-4.00745544551413,-3.98779784417026,-3.4476073263364,-2.94401046107828,-3.48384368085391,-3.84599558498913,-1.92848793103194,-2.83611829709782,-4.20711918475467,-3.70429063035248,-0.0858939388833844,-3.58649031321231,-1.73428332710306,-2.19042613683985,-1.64556818379447,-1.70100268575035,-1.87394029599736,-1.91993604087033,-1.59559793272042,-1.18129391962181,-1.8038069326114,-1.6026439874433,-2.1526814153253,-2.43359981853691,0.870218514444085,0.945463287907925,0.0470729281788476,0.423474470045253,0.879654176228619,-0.846927805642232,-0.752427207278703,-1.13183646719341,1.2430514918505,0.431411509869198,0.97013988912726,1.22041968122679,0.765113936422917,1.77181704764623,0.978709000647601,0.0371379398865117,-1.34080993053827,-1.40130358485257,-1.61182229702616,-1.57645568268646,-1.6500169908643,0.624789956804759,0.299605899752657,-1.6754383823341,-1.84747349016995,-2.46498102412532,-1.32056934798436,-2.4488345714072,-0.579372087068208,0.503681782809595,-1.97540570284645,-1.82599594865521,-1.00939956644955,-1.51391918899994,-2.29136531889273,-1.94522485664929,-2.80542561690831,-1.76478270944657,-1.82663967602035,-2.76274892361495,-2.55449647113985,-2.42486628377458,-2.12775496202293,-2.38032867145583,-2.07222463939236,-1.76325454206738,-1.50137666837167,-2.62640294206921
"S13",-5.1031833216113,-5.80128944376125,-5.36211570562321,-5.64588432963808,-5.57110553636151,-5.5178207253109,-5.51168915320863,-5.13226883845999,-4.6460185352128,-4.27316322065275,-4.17896412482879,0,-1.27713446244255,-2.56924259168,-2.26026458018728,-2.95005134184677,-2.77580304910862,-3.14715946907697,-4.68482645090764,-4.62765480288857,-4.04420533991108,-4.36950747817253,-3.59631644460822,-4.17852705762631,-2.91187186637063,-3.08375334593555,-5.19907329125596,-4.4986085626734,-1.08882490465717,-4.67295345748662,-2.51351076800258,-2.07347137599655,-1.75790437066179,-2.18931696410448,-2.14137007560499,-2.60346414872324,-1.52070699710747,-1.56117639378397,-1.35770560633548,-1.92806743197725,-2.10644294736695,-1.67888903165777,0.780369594169779,0.608162897460759,0.951095014283176,0.303897921291639,1.01148041312819,-1.61954230190251,-0.49654156939998,-0.984820589550082,1.21332702731392,0.426879411327181,1.17704027464395,1.55879596986299,0.903021212773776,2.36738317497843,1.3415898248956,0.759597783012943,-2.27351449771949,-2.24964493080562,-0.612402308956574,-1.00309843153563,-1.2258216381952,1.04872612314168,1.23099256695405,-1.38706041039543,-1.84836090159362,-1.76360415978973,-1.58654656010356,-1.41885061707396,-0.250778657038261,1.833555014573,-0.178432707244797,-0.437919387548375,-0.207250010108942,0.180947830159004,-1.64822424908995,-1.19386163483256,-2.46696561836701,-1.34025995275954,-0.657286951706954,-2.75675815439353,-2.44027828113169,-2.10213191410401,-2.115585775185,-1.82247070702606,-1.42537754670275,-0.951448506054983,-1.75153802607637,-2.10964284165008
"S15",-3.25192555142316,-1.76876580811026,-1.7257000598069,-2.82333752781265,-2.48893700454091,-0.322427493153294,-1.64288066968268,-2.10534513928328,-0.63702068848281,-1.20820181590902,-1.69656709129591,-1.27713446244255,0,-5.96995591242659,-5.46126962533229,-4.65710720738208,-5.53487584328573,-4.84534286828288,0.247469780217282,0.447671145396174,1.44786948938152,1.21148441462781,-4.74630950071836,-3.64971805560534,-3.55256700761223,-2.86611101789966,-3.82687208984093,-4.28720788938166,-1.39602884578181,-6.07136773395568,-1.35865231621712,-1.03142159624088,-1.68344709983122,-1.77506017522487,-1.65195435119393,-2.46221830383872,-1.01943577865776,-1.74256283113662,-0.821750981549983,-2.32622416266996,-2.31153282020464,-1.91333438171908,0.355434087932969,2.74752659711277,2.6689915770446,1.42590778504413,3.03284455018888,-0.333970131897459,-0.0636372692792527,0.399751002682539,2.8118684673345,2.04179590781901,2.73710749662955,3.99227474089492,1.84518717574315,3.19732626901984,2.66909383221992,1.73398782225303,0.705282018435945,1.18882094800226,0.0281424532875176,0.548144300759078,0.215435897956544,-2.52626332994289,-2.67672635421216,-2.63754556124444,-1.94529087612601,-3.31109580848742,-0.850656077052955,-1.16566243137941,-1.71730485101961,-1.29921032234017,-4.08491407242046,-2.40654959265989,-1.98344460637725,-1.42724226458499,-1.87087820601057,-4.58377872332765,-1.29219322320422,-1.43000547506979,-1.65795017370421,-1.86912113437731,-1.63090203773915,-1.4681858669135,-1.27061977755027,-1.21775142774759,-0.697493720082414,-0.633904343392558,-1.43692332975093,-0.759036776069149
"S16",-3.90134979618066,-3.88605748316707,-3.38011518958958,-2.69730187837065,-2.54099257973156,-2.43221614511771,-2.12454374910566,-3.25463311359675,-1.92616895858492,-2.1007655865746,-2.18522095757665,-2.56924259168,-5.96995591242659,0,-4.90199373751021,-4.80386397055454,-5.57751321641491,-4.63154933570148,-3.10200286164202,-3.10717282992406,-1.98864291505282,-2.08820713124575,-5.18424340100282,-5.11092058938221,-3.56115554907497,-4.92411337216444,-4.78671877520048,-5.76470779137597,-2.39301788344999,-6.19156409189905,-1.24577844520431,-1.26586294027693,-2.29378616989546,-1.71788857067644,-1.82701225171327,-2.10265149383968,-1.5519008329053,-0.692999582485656,-1.84807010297796,-3.02910044379672,-2.24117766360982,-2.53733155933952,0.208200098539207,0.528958865093826,1.82816459473045,1.09673022319575,2.01220927210638,-1.64690343314614,-0.989575108034503,-1.05018893256696,2.10241718442959,1.88277058405916,1.98689230182319,3.57693857862947,1.06333074750684,2.37146064909198,2.34979029571346,1.75078838061852,-1.39196251014977,-1.05977367989557,-0.374026692452525,0.599172143120483,0.373672167861649,-1.58644595959864,-0.768660199666255,-2.78677387463489,-2.73730905373935,-1.87382075145132,-0.0891786332325986,-0.553063792712428,-0.378453249562307,0.707031497639732,-1.64718078107191,-2.10324818707254,-1.55234557744276,-0.770175866038439,-1.41067614365882,-2.81930984435865,-1.13847027684217,-1.39025411885738,-0.978397238154963,-2.45332850851342,-2.44212576911576,-1.94128848848348,-1.81540924522313,-1.31713257112613,-1.16325527228937,-0.611523168007854,-2.05226913076082,-1.01435280952356
"S17",-0.0653060827935014,1.57457296179212,-0.155827303724889,-1.32460478322502,-2.99291842522268,1.14069959436117,-1.17858907017697,-1.39284467375771,-1.12973059673634,-0.896370709541971,-1.42213058618361,-2.26026458018728,-5.46126962533229,-4.90199373751021,0,-3.63021554212441,-3.97719901614701,-3.63361667940621,-0.0784191542064499,-0.0493606779894782,1.87413735620314,0.0431599411983173,-2.44456282993109,-2.88224187683628,-3.6091925991058,-2.5598279288194,-3.15598993270803,-3.17763479133503,-1.25076426818826,-4.28612600570898,-0.713778068812994,-0.747420907504266,-1.24545159230076,-1.59014205741012,-2.15645990065297,-1.71825297642474,-0.664059380473257,-1.16679606866963,-0.265316418551244,-1.54897617275366,-1.26763505876278,-1.59212536762954,2.63074919221355,3.47590191037905,3.1971980607718,2.61345933264955,5.32852259798222,2.68701516412704,1.4228076168134,0.651107745341493,3.5349437617207,2.64972751010722,3.67092051448538,4.87583950186442,3.36640061061754,4.27956012133572,3.1797659366931,2.52142861839258,0.930027166314105,1.97566852639447,1.39164711997438,1.07745658662368,1.15219883086393,-1.58985177885431,-1.20195955883772,-0.505064415014344,0.117705688182247,-0.202476954179025,0.840333182983995,1.61449212117121,1.38237579279077,0.686971109053332,-1.65075053051182,-1.17478946367953,-1.38894386223261,0.730796249678407,0.0036370450725301,-2.38248477911298,-0.424784145969516,-0.349707861376424,1.05495739143076,0.102249696894767,-0.688812418926451,0.386709719052018,0.270719678419566,0.657173636092827,0.593737249706773,0.406557292356552,1.21570230545519,0.0218190292833303
"S18",-3.52318021828005,-3.64898128700261,-2.77575534072655,-3.24391693632553,-3.18128862567131,-2.86955468476858,-2.55801598759059,-3.33740113685089,-2.51709217736553,-2.45442130898452,-2.15311790597682,-2.95005134184677,-4.65710720738208,-4.80386397055454,-3.63021554212441,0,-5.07932211193147,-4.87467910858708,-2.57029270002426,-2.64789725558048,-2.2740686134935,-2.8092906444671,-4.73192071468676,-4.96245549762917,-2.80217964681742,-3.65062822735723,-4.21199906772798,-4.37952143972255,-2.7873684706674,-5.30075889546515,-2.2007496658733,-1.8181397929487,-1.77170820306094,-1.66059776045789,-1.75420553158025,-2.25916563798036,-1.70846185275552,-0.734835633627756,-1.32637525792408,-1.5009546286551,-1.75977901314626,-2.03621692287639,1.07305717988264,1.51334340523188,1.52226140783195,1.17814708280507,1.98322999775269,-1.41516615576616,-1.08160739092321,-1.66787581785902,2.01690546233752,1.01890738988138,0.988440382354125,2.65218300417941,0.661373124125218,2.38714599481575,2.1323514338083,1.00134050597251,-0.990214581631022,-1.01497677193397,-1.19934709226802,-0.487067018557533,-0.868654486369259,-1.7094657501339,-1.49875405985221,-3.97126147879642,-3.77393731643774,-3.54994331352826,-1.35203790762191,-1.88059759489888,-2.65370276917488,-0.776736080505709,-2.73053371106153,-1.40436840160198,-1.13730539799858,-2.84417610697076,-3.4005654817068,-3.78450456823031,-0.771843152464126,-2.90858455594739,-2.4335060407237,-2.92731084925578,-2.59766536079008,-2.76525585969828,-2.52847544145068,-2.61144186366497,-1.70102505712475,-1.56891686454437,-2.98164148953939,-1.83248889738806
"S19",-5.03237887992499,-4.62232005309782,-3.55186911692138,-3.37542566563341,-3.89873766213624,-3.70797296378583,-3.76168395468088,-4.24413234030713,-2.510939768905,-2.3942536825108,-2.54769421544649,-2.77580304910862,-5.53487584328573,-5.57751321641491,-3.97719901614701,-5.07932211193147,0,-5.0197352403666,-1.7218971148877,-1.56141753200466,-1.15367602356222,-1.92345568800702,-5.27134021813538,-5.10820023473935,-2.82070802100362,-3.25006172850507,-4.50607103544443,-5.25304389364,-1.45349161383899,-5.96917529635023,-1.99997755204942,-1.77104456715251,-2.05461016869454,-1.27068954291871,-1.8184660336432,-2.75955975962017,-1.55344284191183,-0.957132385665741,-1.3615050613721,-1.64442784390429,-2.13821657023051,-2.29741252194878,1.42195441918758,1.11388269432612,1.14788689112809,0.751880732179118,1.92366388310157,-2.23757499204291,-1.16620123577821,-1.34532296703855,2.47164042315362,1.42146498207474,1.09724687173903,2.92152084525987,1.05046598331849,2.62280396002652,2.60487164491384,0.354563947608403,-2.52483870028859,-2.15167240908362,-0.985829841606683,-0.610675365131947,-0.919907217063709,-1.62901599050134,-1.40773614106483,-5.04162409453352,-4.88453412434582,-5.29108163809438,-2.55001324172503,-2.69780857267201,-1.48745141736771,-1.52623358356763,-4.1132392705584,-3.33795499471692,-1.87739332500961,-3.97966260509899,-4.57380532818959,-5.30539922441788,-2.16307911122928,-4.09968729520931,-3.8101971484549,-3.74533914596278,-3.63898171075311,-3.52786905304485,-3.33664038194992,-3.16321231378888,-2.59724255595364,-2.00209809745517,-4.25231159670979,-2.72031451688198
"S20",-2.78694269740144,-3.36118442209778,-2.53375563820704,-3.42785173712388,-3.40076806185185,-2.94541873636733,-3.08675100996671,-3.27828245820423,-2.55976104883465,-2.52512584852481,-2.3543906089377,-3.14715946907697,-4.84534286828288,-4.63154933570148,-3.63361667940621,-4.87467910858708,-5.0197352403666,0,-2.70904248844234,-2.73010681102536,-2.45310070271431,-2.31456569341969,-3.68885292058334,-4.12097451119416,-2.71926573733764,-3.44749611884886,-3.38077738627501,-3.81460720668344,-1.84868892639624,-4.7778807483918,-1.97963875680061,-1.6351863161567,-2.19935348218873,-1.65276720779115,-1.72744460801387,-2.51268355381672,-1.88845760170592,-0.941994780420532,-1.27357931500289,-2.02563774782956,-1.95749049943642,-2.08502164709845,0.165094778270246,0.984131568644885,0.998115222579101,1.02527541999123,1.67379848520162,-1.12139584908934,-0.89221437271684,-1.09836058136549,1.2611560004058,1.5054190278418,0.488735345847336,2.23662127279007,1.1575257349545,1.96740025604204,1.42899889185273,0.834671372167995,-0.754286888371688,-1.34156948966467,-0.616006611683539,0.31800218879997,-0.480962893026719,-1.3981764090791,-1.40047477048856,-3.1290863869118,-2.65121474649685,-3.03950757821238,-0.861257018193123,-1.14361429724802,-2.51601043449842,0.0327271609580209,-1.03159851006915,-2.45301533291673,-1.34600313758354,-1.43386962991107,-1.99904356422457,-2.80904103774548,-1.45202272455303,-1.50468106810578,-0.308300159313228,-2.90124574458065,-2.28215835996366,-2.13235177264817,-2.03229777919564,-1.8120980678809,-0.997701748616509,-0.653871446356962,-2.28416846907705,-1.93492576619871
"S22",-5.00263272344656,-5.53182656290995,-5.35997654350349,-5.35831740522503,-3.66447562457405,-5.94906521519705,-5.89758517754475,-5.11926746753261,-4.81746138138093,-4.67533067699817,-4.00745544551413,-4.68482645090764,0.247469780217282,-3.10200286164202,-0.0784191542064499,-2.57029270002426,-1.7218971148877,-2.70904248844234,0,-4.3484876145232,-4.14586864228461,-4.77869929256905,-4.25048381746297,-2.18574307563293,-3.14237232899823,-3.51353644622961,-5.37478224078438,-5.56029037314948,1.00679124493749,-5.44946401619719,-0.0107694597252505,-0.391145213630874,1.22559711097314,-0.105658682446651,-2.39456168507804,-2.74383083030213,-2.01216092051279,-2.70369321686306,-1.77560122050523,0.421584349908723,-0.10496886168446,0.304947999684513,3.05619017789148,4.08858797175327,3.05235654289731,3.96369370634048,3.32306262473504,0.0819829252356201,1.25398560704496,-0.025286849890505,3.56728075865754,3.72120382135352,4.35422855440186,3.18388266124607,2.66570070795583,1.17657460876264,3.71089521484094,3.14378726398556,-0.134801255246422,-2.35026476509267,2.02421933380063,1.21207320671073,-1.22145615891509,0.805470136271642,1.78897090117826,0.0578073322715626,0.47329934376597,-2.05418216169203,-2.33441947643909,0.678853446087435,2.44880671651275,3.12539803710932,-0.591495298767147,1.07027723817328,1.65825427135854,2.14119053936272,-1.7635974821619,0.491101916600914,1.2015703974951,0.341315116772474,1.30050185214867,-1.00468670293967,-0.819839933348689,-0.19842509697201,-0.560800808785089,0.0537403312649187,0.537477524793391,-0.754931105189067,-1.25550246364217,1.01833485967406
"S23",-4.59253168429351,-5.36120759134633,-5.08973966267311,-5.19173141927851,-3.55301160763698,-5.56858992556753,-5.70211435427373,-4.8241633793525,-4.60451770739196,-4.6482123788195,-3.98779784417026,-4.62765480288857,0.447671145396174,-3.10717282992406,-0.0493606779894782,-2.64789725558048,-1.56141753200466,-2.73010681102536,-4.3484876145232,0,-3.967246789376,-4.74770575382357,-4.47484118350912,-2.44900312966391,-2.95276335365545,-3.07529973582018,-5.2920105789551,-5.22101687992348,0.761961846344755,-4.74517567980671,1.19596667303544,1.00352373781279,0.413743301675527,-0.0855097100793812,-1.81972619903191,-1.97797591700614,-1.77793492902922,-0.928995734972046,-1.73256224753696,0.940396301785713,-0.536508992580599,0.750836454561909,3.47273241343109,4.15014845395076,3.50695312263713,4.16152855937646,4.03612818712434,0.293988151411798,1.7743473887145,0.267016496305903,4.1625028336485,3.80893551389718,4.3803227224263,3.64141348548198,3.29696240188044,1.55931219930147,3.78744343472275,2.29513987392707,-0.0413782496678862,-2.14760252933406,1.34527086627394,1.13718370464287,-0.883702885464091,1.87105540196176,5.14442727151727,-0.171901595174698,0.0651617329806188,-1.52918811500559,-1.65065361650281,-0.346293290914307,1.79642039805898,4.06251711821857,0.118941323096071,0.630523353868822,2.35035073255048,1.02260961831016,-0.924235672345729,0.917146697569502,0.562420509646651,0.400885657535418,2.00073435148253,-1.07889863591212,-0.883672751809928,0.33062777745068,-0.116942661749885,0.58680728733432,1.12251114000406,0.122074278569233,-0.699961990354921,0.372417018005918
"S24",-3.98521519371154,-4.65946591936232,-4.61877310842632,-4.59425936449328,-3.14217481047892,-4.93550731944689,-4.91544524415356,-4.1304160554068,-4.08743791375923,-4.02338096121052,-3.4476073263364,-4.04420533991108,1.44786948938152,-1.98864291505282,1.87413735620314,-2.2740686134935,-1.15367602356222,-2.45310070271431,-4.14586864228461,-3.967246789376,0,-3.62764875311161,-3.72406341697867,-1.81634489637766,-2.68531625843004,-2.69681028490699,-4.32238925682402,-4.24019871630585,0.734495392094089,-4.06101226344884,0.131380626855189,-0.316630822908307,0.857541787941326,0.240287319370174,-1.5663102886518,-1.24403096905728,-1.55947505457589,-0.738295148892278,-1.73209489811947,2.03960188475513,1.74368347922816,0.948010864566774,2.95646069893113,3.22768955988885,3.97134328414369,4.94868542931757,6.07828698283447,0.643839900945356,2.80714081355125,0.763886946573087,3.83953537511947,3.32025794177231,3.97063482875328,3.14547285454143,5.81135134034314,1.40049507547957,3.90840132429014,2.33135608653503,0.821206495971517,-1.67023605694914,1.35057994480135,1.28865838730949,-0.538521136086022,1.70143837853864,3.23454579202904,0.915534048923174,0.437476625058091,-0.325984219451804,-0.500631094649398,0.331717507753022,3.72534278653198,4.44920818194673,1.122962013294,1.75846379924592,1.45934091052636,0.624052994014694,0.167686342454559,1.88209460821605,0.85739133212495,0.98534938665058,1.95651476819367,-0.664435601025188,-0.818294388535887,0.602198234836353,0.64305233863573,1.24483472971398,2.07080240667318,0.582804534190362,-1.04688268025829,0.633632799694069
"S25",-4.55149960608954,-5.39622196519353,-5.04796934899027,-5.5556505567411,-4.12516502655804,-5.24472970737143,-5.31250564559413,-5.06029496078004,-4.40436427220954,-3.40346402632041,-2.94401046107828,-4.36950747817253,1.21148441462781,-2.08820713124575,0.0431599411983173,-2.8092906444671,-1.92345568800702,-2.31456569341969,-4.77869929256905,-4.74770575382357,-3.62764875311161,0,-3.45121936753941,-3.26853748078698,-2.20705067616024,-2.43891576249105,-4.97178598586473,-5.1299457989882,-0.947615250805498,-2.71956875325887,-0.514835841474958,1.09906539322012,1.37005103487085,0.500907514307256,-0.311184383615612,-1.06801087323001,-1.96669403617706,0.340916805174802,-1.96977308652619,1.20644500013261,3.53139792730482,1.48363513189241,2.60325538195281,6.38042633806842,1.8786892034799,7.99598278576222,4.75245112202146,-0.766656534569601,3.40965599932964,0.0459451168008191,3.8608713531924,3.68311895993006,7.40691998602643,2.56391596919672,4.49618219894534,3.37863492232012,4.15331751321497,2.26049021438559,-1.16782306978547,-1.07616641797871,0.878040781073913,0.981523590366964,-1.26436468189924,1.12534800088464,2.71178090377124,-0.753995900720127,3.78513435738172,0.453597127482119,-2.06680428867451,0.733316116936521,6.46883614377881,5.59340858328985,3.37702511659074,0.603759394121639,4.37797833965188,-0.138908731202667,0.202484676178821,2.30307053535719,1.39581246323919,0.75700168588359,3.4233082887063,-2.26571789056437,-0.909777600346978,0.354817878555449,0.129776078161836,0.403917636201475,2.9728680504636,-0.0881586260574827,3.33085380244809,0.185879980663895
"S26",-4.04488797520684,-5.53339852307857,-5.24194807661815,-5.16401003400074,-4.5881449061767,-4.48368407727629,-3.9479458250159,-4.73955041942037,-3.79309138478597,-3.20351484937139,-3.48384368085391,-3.59631644460822,-4.74630950071836,-5.18424340100282,-2.44456282993109,-4.73192071468676,-5.27134021813538,-3.68885292058334,-4.25048381746297,-4.47484118350912,-3.72406341697867,-3.45121936753941,0,-6.00411047014499,-3.68185892078994,-4.80490511470149,-6.72157935172768,-5.98419258242024,-1.84978843698309,-6.91402434844573,-3.33898581833091,-2.55877197634775,-2.83475864778702,-2.40982377260515,-2.04605056067319,-2.82860923881371,-1.61990851350704,-0.836134139670478,-1.44947978902632,-3.31212008973017,-3.14695514473241,-3.45641282803697,-0.658111037548303,-0.450203148411047,-0.0640655849669851,-0.189472172063842,0.387306581680662,-3.3628047197382,-3.13857773196523,-2.28873022478413,0.115262896064089,0.0316078407297456,0.342148580947617,0.297324472976216,-0.359140203776583,1.51375683670829,1.12877219326888,0.495390133230021,-2.60274144009056,-2.30627198453762,-1.03658937154256,-1.11035628272404,-0.791896238678879,-0.459471266346391,1.74950603703285,-5.27190301459941,-5.15972865281091,-4.22314705322967,-0.953542430758796,-2.50489504378274,-2.27633221520993,-0.326151881532306,-2.09780789817191,-1.59572507391494,-0.527388192438822,-2.78834379365082,-4.46875718481596,-4.75619971067415,-2.96686120220394,-3.36279346636779,-2.75131274321832,-4.35979954608389,-3.50944458424865,-3.53371949096625,-3.38056565520106,-3.32523470158731,-2.66861001704,-1.7780095011415,-4.50887029127656,-2.79738047571198
"S27",-5.75657337832012,-5.10191230892495,-4.89684152984224,-4.96602482669826,-4.59725716380601,-4.8186252241811,-4.39590677212025,-5.06546192911746,-3.98279980641659,-3.65716005420482,-3.84599558498913,-4.17852705762631,-3.64971805560534,-5.11092058938221,-2.88224187683628,-4.96245549762917,-5.10820023473935,-4.12097451119416,-2.18574307563293,-2.44900312966391,-1.81634489637766,-3.26853748078698,-6.00411047014499,0,-3.31174896371063,-5.08850116082365,-6.62164038158997,-5.83913883046429,-0.927828995847695,-5.87037649453262,-2.50282267832623,-2.4642790858121,-2.68449623838256,-1.97872472570362,-2.1355003642572,-3.24117693790221,-1.66540948997785,-0.801327035375582,-2.04182765028388,-1.75009016490641,-2.04196783484997,-2.23602116266215,0.550298931316033,-0.420289940381308,-0.831476342511043,0.0302852506591476,0.0551390648068849,-2.96397381048045,-2.41637212603788,-2.30645444502378,0.810843493741236,0.711024885880963,1.07043405321705,1.2712204435089,0.0862974003574671,1.61545658554483,1.27668768172326,-0.221515820884511,-3.21309041290914,-2.97934091492302,-2.04981932452644,-1.32276758194396,-1.97779435119761,0.080105345637629,1.45327724255941,-4.09704263088611,-4.56118056976925,-4.88755684752381,-2.51726219189069,-3.50581103449213,-1.5327827811923,-1.26468191829439,-2.84378624087159,-2.9569477934289,-1.22830092455174,-1.79007150712766,-4.54032861755635,-3.97789985608971,-2.92332137847671,-3.27910047633261,-2.83453825869722,-4.3741020346921,-3.28802912065457,-3.53342554575395,-3.85532072749499,-3.60473491006368,-2.84441471952662,-1.99424200994807,-4.30172637708801,-3.74942176943248
"S28",-2.16746477214669,-2.98715656753499,-3.07506095312001,-2.75352721326973,-3.45607526277451,-2.74970884005571,-1.85829694868147,-2.93451887330974,-1.88798712604885,-2.48451645328578,-1.92848793103194,-2.91187186637063,-3.55256700761223,-3.56115554907497,-3.6091925991058,-2.80217964681742,-2.82070802100362,-2.71926573733764,-3.14237232899823,-2.95276335365545,-2.68531625843004,-2.20705067616024,-3.68185892078994,-3.31174896371063,0,-3.73303039860008,-2.36021821310596,-2.45583555184429,-2.58521653266058,-3.65087512288076,-0.992676992518774,0.429226647833049,-1.17039536179115,-1.64256098000844,-1.67840636693651,-1.89216340511762,-1.88540918982248,-0.948410465117033,-1.26784680042026,-2.40394221441682,-1.35861938589774,-1.88123849314566,0.637596625070763,1.37889902709895,1.26179492618576,1.00230276173772,1.44223860485691,-0.307007803749575,-1.13558439301712,-0.602638089334328,0.948254552339989,1.13424380430652,1.17822072025925,1.96028002682167,0.602904082250874,2.59718887886348,1.55776341567651,0.939221320172809,-0.647214121905732,-0.185745401721718,0.717691461169483,0.628862181878045,0.809788496917191,-0.595265929552249,-0.0825153836732696,-0.768652390588679,-0.732386214680338,-0.622972941309332,-0.781363843449074,-0.479524903918169,-1.58362721605622,-0.694566453916715,-1.10550501816941,-1.21802432838709,1.06823748942615,-0.199021766594208,-0.493731121724321,-1.52599950454067,-0.806960597978781,-0.3803742037975,-0.261626645228944,-0.83234203162943,-0.717967607227501,-0.594440796137267,-0.777048563081635,-0.530999467181819,-1.2951291508954,-0.451032092075285,-1.05289977310388,0.327899086884582
"S30",-4.38937323238127,-4.34069722448456,-4.02149337477718,-3.91905818323573,-3.88905818578617,-4.56530563907613,-3.14339042860975,-4.829436777274,-3.4171467509109,-3.0799498133134,-2.83611829709782,-3.08375334593555,-2.86611101789966,-4.92411337216444,-2.5598279288194,-3.65062822735723,-3.25006172850507,-3.44749611884886,-3.51353644622961,-3.07529973582018,-2.69681028490699,-2.43891576249105,-4.80490511470149,-5.08850116082365,-3.73303039860008,0,-4.19956488139701,-4.08266544725248,-1.31299310456407,-5.72226018570093,-2.23598890564018,-1.45343544591166,-2.12760718028951,-2.74883763116295,-2.57506679807535,-2.76143819887943,-1.74240738122625,-2.76409375347875,-2.08826195516258,-2.55863402290957,-2.42296386682246,-2.72437844111208,1.36950134676323,0.944864575682369,0.302486548871336,1.24757179741794,1.43193090393705,-2.23329630428935,-2.65251186999324,-2.4961969740659,1.52416826693784,1.23580823989241,1.98990550699037,2.41009443550355,1.53072333960771,2.46576606176488,2.1523123440505,0.118676567151065,-1.22257994180664,-1.14308197240803,-1.51310289061513,-0.923324175429465,-1.01673183349777,1.04520588365255,1.26853997620882,-3.167864233622,-2.76003380432192,-2.77667540512967,-1.66213524355849,-2.47292709830307,-1.18290286071406,0.00599244243809306,-0.37960856706875,-1.47644156476653,-1.2431464304136,-0.980992220600661,-2.06401271144727,-3.38506183145941,-1.87567366001014,-1.9904910636997,0.219485664398975,-2.84467603978076,-2.26041303102023,-1.93003790578598,-2.58017825743159,-1.69911625147186,-1.99949224483116,-0.836500591084036,-2.97152216162164,-3.08522681243557
"S34",-6.10617149701635,-6.96871032467138,-6.79103616061143,-6.72583211246991,-6.08001894227888,-6.38702989650302,-5.81416839630892,-6.49349309424317,-4.68636840206483,-4.4128546601544,-4.20711918475467,-5.19907329125596,-3.82687208984093,-4.78671877520048,-3.15598993270803,-4.21199906772798,-4.50607103544443,-3.38077738627501,-5.37478224078438,-5.2920105789551,-4.32238925682402,-4.97178598586473,-6.72157935172768,-6.62164038158997,-2.36021821310596,-4.19956488139701,0,-6.78347077617371,-1.57260719151268,-6.6834744661716,-2.15603687082222,-1.76492078046871,-2.10141875545294,-1.96507950099141,-2.01606806061147,-3.0075804763523,-1.77282855750567,-1.44606205189204,-1.88244403917956,-2.09774807641996,-2.71568457315025,-2.63769943571696,0.683324294137374,0.146218348089593,0.676551599564225,0.655406962011177,1.28373915937922,-3.00430225554193,-2.64278614979431,-1.93124760157576,1.46192779658414,1.13503789616076,1.43245193748367,1.79944862587791,0.837070928399058,3.05320410350935,2.04799661146465,1.61017643316358,-2.84431075453279,-2.52581762752374,-0.652101900404632,-1.16211151239494,-1.15042324160096,0.329990223093248,1.9109749718516,-5.1025524425999,-5.80418920149256,-3.33483407665487,-1.17135819212589,-1.25078516799485,-0.821260129066918,-1.60742916976942,-2.20323955694258,-2.00899365639072,-1.01293254024078,-1.27771932385377,-4.47837735030915,-4.49035646322632,-3.1828950083728,-3.55506090930783,-3.12562555147844,-4.88018192372026,-3.46973150860809,-3.94435731424141,-3.5480136160088,-3.22101084494262,-2.76369752257323,-2.00090459368229,-3.89813019453815,-3.05671679428921
